Thermal Efficiency,0.046,0.047,0.048,0.049,0.05,0.051,0.052,0.053,0.054,0.055,0.056,0.057,0.058,0.059,0.06,0.061,0.062,0.063,0.064,0.065,0.066,0.068,0.069
Discharge Burnup,0.001,0.002,0.003,0.004,0.005,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.02,0.021,0.023,0.024,0.025,0.029,0.031,0.041,0.042,0.043,0.044,0.045,0.046,0.047,0.048,0.052,0.053,0.055,0.059,0.06,0.061,0.077,0.082,0.084,0.096,0.098,0.125,0.128,0.135,0.139,0.148,0.15,0.152,0.163,0.168,0.175,0.203,0.286,0.297,0.336,0.337
Load following Capabilities,0.023,0.024,0.025,0.026,0.027,0.028,0.029,0.03,0.031,0.032,0.033,0.034
Net Power Output,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.02,0.021,0.024,0.025,0.026,0.027,0.032,0.038,0.041,0.042,0.043,0.051,0.052,0.059,0.06,0.061,0.067,0.072,0.079,0.082,0.129,0.13,0.148,0.152,0.153,0.168,0.189,0.262,0.275,0.287,0.295,0.307,0.334
Capital Investment Budgeted,0.487,0.488,0.489,0.49,0.493,0.494,0.496,0.497,0.501,0.504,0.507,0.508,0.519,0.526,0.527,0.528,0.531,0.538,0.539,0.546,0.548,0.549,0.55,0.553,0.561,0.565,0.567,0.569,0.57,0.572,0.573,0.578,0.58,0.582,0.593,0.595,0.599,0.6,0.604,0.605,0.606,0.617,0.619,0.623,0.627,0.631,0.637,0.643,0.651,0.653,0.655,0.656,0.659,0.662,0.667,0.668,0.669,0.672,0.676,0.684,0.685,0.695,0.698,0.721,0.723,0.725,0.728,0.729,0.732
Operative + Fuel Costs,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.02,0.021,0.022,0.023,0.024,0.025,0.026,0.027,0.029,0.03,0.032,0.033,0.034,0.036
Design Complexity,0.021,0.022,0.023,0.024,0.025,0.026,0.027,0.028,0.029,0.03,0.031,0.032,0.033,0.035,0.036,0.038,0.039,0.04,0.041,0.042,0.043,0.045,0.046,0.051,0.053,0.054,0.056,0.058,0.062,0.069,0.086,0.104,0.111,0.114,0.118,0.131,0.135,0.165,0.186,0.203,0.216,0.313,0.322
Construction Complexity,0.021,0.022,0.023,0.024,0.025,0.026,0.027,0.028,0.029,0.03,0.031,0.032,0.033,0.034,0.035,0.036,0.038,0.04,0.042,0.043,0.046,0.05,0.052,0.054,0.057,0.061,0.065,0.066,0.068,0.069,0.07,0.079,0.082,0.087,0.089,0.092,0.098,0.111,0.114,0.136,0.148,0.158,0.185,0.194,0.209,0.217,0.243,0.264,0.282,0.29,0.304,0.346
Percived Safety,0.001,0.002,0.003,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.014,0.015,0.016,0.017,0.019,0.02,0.021,0.022,0.023,0.024,0.025,0.026,0.029
Nuclear Waste,0.001,0.002,0.003,0.005,0.006,0.007,0.008,0.009,0.01,0.012,0.013,0.014,0.016,0.017,0.018,0.019,0.023,0.024,0.026,0.029,0.03,0.032,0.033,0.034,0.035,0.036,0.037,0.039,0.043,0.044
GHGe Benefit,0.001,0.002
Electricity Market Benefit,0.022,0.023,0.024,0.025,0.026,0.027,0.028,0.029,0.03,0.031,0.032,0.033,0.034
Design Maturity,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.019,0.02,0.021,0.022,0.024,0.025,0.026,0.028,0.03,0.031,0.032,0.033,0.035,0.036,0.037,0.039,0.04,0.041,0.043,0.044,0.045,0.047,0.049,0.05,0.053,0.055
Licensing Status,0.021,0.022,0.023,0.024,0.025,0.026,0.027,0.028,0.029,0.03,0.031,0.032,0.033,0.034,0.035,0.036,0.038,0.039,0.041,0.042,0.044,0.046,0.048,0.05,0.051,0.054,0.055,0.061,0.062,0.063,0.066,0.068,0.087,0.089,0.099,0.1,0.101,0.108,0.112,0.119,0.139,0.146,0.157,0.183,0.198,0.241,0.301,0.33
Supplier Availbility,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.013,0.014,0.015,0.016,0.017,0.019,0.023,0.024,0.025,0.027,0.032,0.033,0.039,0.043,0.047,0.048,0.051,0.054,0.057,0.06,0.061,0.067,0.071,0.073,0.074,0.076,0.08,0.082,0.107,0.133,0.148,0.159,0.175,0.2,0.22,0.227,0.286,0.3,0.302
