Thermal Efficiency,0.02,0.021,0.022,0.023,0.024,0.025,0.026,0.027,0.028,0.029,0.03,0.031,0.032,0.033,0.035,0.037,0.038,0.039,0.04,0.041,0.042,0.043,0.044,0.045,0.046,0.047,0.048,0.049,0.05,0.051,0.052,0.053,0.057
Discharge Burnup,0.021,0.023,0.024,0.026,0.027,0.028,0.029,0.031,0.033,0.034,0.035,0.036,0.037,0.038,0.039,0.04,0.041,0.042,0.043,0.044,0.045,0.046,0.047,0.048,0.049,0.05,0.051,0.052,0.053,0.054,0.055,0.056,0.057,0.058,0.059,0.061,0.064,0.065,0.066,0.068,0.07,0.071,0.072,0.075,0.076,0.08,0.089,0.09,0.091,0.097,0.108,0.112,0.126
Load following Capabilities,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.02,0.021,0.022,0.024,0.025,0.026,0.027,0.028,0.029,0.03,0.031,0.032,0.033,0.034,0.036
Net Power Output,0.014,0.015,0.016,0.017,0.018,0.019,0.02,0.021,0.023,0.025,0.026,0.027,0.028,0.029,0.03,0.031,0.032,0.033,0.034,0.035,0.036,0.037,0.038,0.039,0.04,0.041,0.042,0.043,0.044,0.052,0.053,0.054,0.055,0.056,0.057,0.061,0.063,0.064,0.065,0.066,0.067,0.068,0.071,0.073,0.074,0.076,0.084,0.085,0.086,0.088,0.093,0.101,0.113,0.121,0.122,0.124,0.126,0.128,0.137
Capital Investment Budgeted,0.014,0.016,0.017,0.018,0.019,0.021,0.022,0.023,0.024,0.025,0.026,0.027,0.028,0.029,0.03,0.031,0.032,0.033,0.034,0.035,0.038,0.039,0.04,0.041,0.042,0.044,0.047,0.048,0.05,0.051,0.052,0.053,0.054,0.056,0.057,0.058,0.06,0.061,0.062,0.063,0.064,0.065,0.066,0.067,0.068,0.071,0.072,0.073,0.074,0.075,0.076,0.077,0.08,0.083,0.085,0.1,0.114,0.13
Operative + Fuel Costs,0.046,0.047,0.048,0.049,0.05,0.051,0.052,0.053,0.054,0.055,0.056,0.057,0.058,0.059,0.06,0.061,0.062,0.063,0.064,0.065,0.066,0.068,0.069,0.07,0.071,0.072,0.073,0.074,0.079,0.08,0.085,0.086,0.087,0.089,0.09,0.091,0.092,0.094,0.095,0.096,0.097,0.098,0.101,0.102,0.103,0.104,0.105,0.106,0.107,0.108,0.109,0.11,0.112,0.113,0.114,0.115,0.116,0.117,0.119,0.12,0.129,0.13
Design Complexity,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.018,0.019,0.02,0.021,0.022,0.023,0.024,0.028,0.03,0.031,0.034,0.035,0.036,0.039,0.042,0.044,0.047,0.049,0.052,0.06,0.061,0.073,0.077,0.078,0.079,0.083,0.092,0.095,0.097,0.1,0.135,0.138,0.141,0.144,0.146,0.148,0.153,0.154,0.157,0.158,0.16,0.162,0.163,0.164,0.165,0.171,0.172,0.173,0.174,0.175,0.178,0.18,0.181,0.182,0.185,0.192,0.194,0.201,0.205,0.21,0.213,0.237,0.255
Construction Complexity,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.015,0.016,0.018,0.019,0.02,0.021,0.022,0.023,0.024,0.025,0.026,0.03,0.032,0.035,0.038,0.039,0.04,0.05,0.054,0.057,0.061,0.062,0.065,0.069,0.074,0.075,0.076,0.078,0.084,0.085,0.088,0.096,0.107,0.108,0.119,0.12,0.136,0.137,0.139,0.142,0.144,0.153,0.155,0.157,0.158,0.164,0.166,0.167,0.168,0.17,0.171,0.172,0.173,0.177,0.178,0.179,0.18,0.181,0.182,0.186,0.188,0.194,0.196,0.197,0.201,0.205,0.208,0.213,0.223,0.24,0.256
Percived Safety,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.013,0.014,0.015,0.017,0.018,0.019,0.02,0.021,0.022,0.023,0.027,0.028,0.03,0.032,0.035,0.036,0.037,0.038,0.039,0.042,0.046,0.052,0.053,0.055,0.057,0.059,0.061,0.073,0.074,0.082,0.085,0.091,0.094,0.096,0.097,0.098,0.099,0.103,0.104,0.106,0.109,0.111,0.112,0.113,0.114,0.115,0.116,0.125,0.127,0.13,0.131,0.132,0.138,0.139,0.14,0.143,0.146,0.148,0.167,0.171,0.172,0.174,0.175,0.205,0.212
Nuclear Waste,0.042,0.043,0.044,0.046,0.047,0.048,0.049,0.05,0.051,0.052,0.053,0.054,0.055,0.056,0.057,0.058,0.059,0.06,0.062,0.063,0.064,0.065,0.066,0.067,0.068,0.072,0.073,0.077,0.078,0.079,0.08,0.081,0.082,0.083,0.084,0.086,0.087,0.088,0.09,0.092,0.093,0.094,0.095,0.097,0.099,0.1,0.101,0.102,0.104,0.105,0.106,0.107,0.109,0.118
GHGe Benefit,0.125,0.129,0.13,0.142,0.15,0.152,0.16,0.163,0.165,0.167,0.17,0.173,0.175,0.182,0.186,0.195,0.199,0.2,0.21,0.212,0.213,0.215,0.223,0.226,0.234,0.235,0.239,0.24,0.241,0.246,0.248,0.25,0.252,0.254,0.255,0.256,0.258,0.259,0.262,0.264,0.268,0.269,0.27,0.273,0.275,0.276,0.277,0.279,0.28,0.282,0.286,0.289,0.29,0.292,0.293,0.296,0.301,0.302,0.306,0.308,0.309,0.311,0.312,0.314,0.315,0.316,0.317,0.321,0.323,0.326,0.329,0.337,0.339,0.341,0.346,0.351,0.353,0.356,0.359,0.362,0.368,0.372,0.377,0.393,0.402,0.408,0.449,0.466,0.483,0.495
Electricity Market Benefit,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.02,0.021,0.022,0.023,0.024,0.025,0.026,0.027,0.028,0.032,0.033,0.035,0.036,0.038,0.039,0.04,0.042,0.043,0.046,0.047,0.051,0.053,0.054,0.059,0.06,0.061,0.062,0.063,0.065,0.066,0.067,0.069,0.071,0.073,0.074,0.075,0.077,0.078,0.08,0.083,0.088,0.089,0.093,0.095,0.109,0.11
Design Maturity,0.035,0.036,0.037,0.038,0.039,0.04,0.041,0.042,0.043,0.044,0.045,0.046,0.047,0.048,0.049,0.05,0.052,0.053,0.054,0.055,0.056,0.057,0.06,0.061,0.065,0.066,0.067,0.068,0.069,0.07,0.072,0.073,0.074,0.075,0.077,0.078,0.079,0.08,0.081,0.083,0.084,0.085,0.086,0.087,0.088,0.089,0.09,0.091,0.098,0.099
Licensing Status,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.02,0.021,0.022,0.023,0.024,0.025,0.026,0.027,0.028,0.029,0.03,0.031,0.032,0.033,0.034,0.035,0.036,0.037,0.038,0.039,0.04,0.041,0.042,0.045,0.046,0.05,0.051,0.052,0.055,0.057,0.058,0.065,0.066
Supplier Availbility,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.02,0.021,0.022,0.023,0.024,0.025,0.027,0.028
