"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"12/03/2024 04:00:00 - 12/03/2024 05:00:00","BZN|IT-North","Without Sequence","71.20","",""
"12/03/2024 05:00:00 - 12/03/2024 06:00:00","BZN|IT-North","Without Sequence","76.30","",""
"12/03/2024 06:00:00 - 12/03/2024 07:00:00","BZN|IT-North","Without Sequence","93.57","",""
"12/03/2024 07:00:00 - 12/03/2024 08:00:00","BZN|IT-North","Without Sequence","95.10","",""
"12/03/2024 08:00:00 - 12/03/2024 09:00:00","BZN|IT-North","Without Sequence","100.40","",""
"12/03/2024 09:00:00 - 12/03/2024 10:00:00","BZN|IT-North","Without Sequence","93.57","",""
"12/03/2024 10:00:00 - 12/03/2024 11:00:00","BZN|IT-North","Without Sequence","82.63","",""
"12/03/2024 11:00:00 - 12/03/2024 12:00:00","BZN|IT-North","Without Sequence","77.44","",""
"12/03/2024 12:00:00 - 12/03/2024 13:00:00","BZN|IT-North","Without Sequence","73.64","",""
"12/03/2024 13:00:00 - 12/03/2024 14:00:00","BZN|IT-North","Without Sequence","74.10","",""
"12/03/2024 14:00:00 - 12/03/2024 15:00:00","BZN|IT-North","Without Sequence","76.20","",""
"12/03/2024 15:00:00 - 12/03/2024 16:00:00","BZN|IT-North","Without Sequence","83.22","",""
"12/03/2024 16:00:00 - 12/03/2024 17:00:00","BZN|IT-North","Without Sequence","93.71","",""
"12/03/2024 17:00:00 - 12/03/2024 18:00:00","BZN|IT-North","Without Sequence","99.50","",""
"12/03/2024 18:00:00 - 12/03/2024 19:00:00","BZN|IT-North","Without Sequence","122.40","",""
"12/03/2024 19:00:00 - 12/03/2024 20:00:00","BZN|IT-North","Without Sequence","119.53","",""
"12/03/2024 20:00:00 - 12/03/2024 21:00:00","BZN|IT-North","Without Sequence","102.00","",""
"12/03/2024 21:00:00 - 12/03/2024 22:00:00","BZN|IT-North","Without Sequence","95.00","",""
"12/03/2024 22:00:00 - 12/03/2024 23:00:00","BZN|IT-North","Without Sequence","93.57","",""
"12/03/2024 23:00:00 - 13/03/2024 00:00:00","BZN|IT-North","Without Sequence","90.08","",""
"13/03/2024 00:00:00 - 13/03/2024 01:00:00","BZN|IT-North","Without Sequence","86.47","",""
"13/03/2024 01:00:00 - 13/03/2024 02:00:00","BZN|IT-North","Without Sequence","77.14","",""
"13/03/2024 02:00:00 - 13/03/2024 03:00:00","BZN|IT-North","Without Sequence","76.41","",""
"13/03/2024 03:00:00 - 13/03/2024 04:00:00","BZN|IT-North","Without Sequence","76.41","",""
"13/03/2024 04:00:00 - 13/03/2024 05:00:00","BZN|IT-North","Without Sequence","77.00","",""
"13/03/2024 05:00:00 - 13/03/2024 06:00:00","BZN|IT-North","Without Sequence","89.00","",""
"13/03/2024 06:00:00 - 13/03/2024 07:00:00","BZN|IT-North","Without Sequence","100.00","",""
"13/03/2024 07:00:00 - 13/03/2024 08:00:00","BZN|IT-North","Without Sequence","108.65","",""
"13/03/2024 08:00:00 - 13/03/2024 09:00:00","BZN|IT-North","Without Sequence","108.65","",""
"13/03/2024 09:00:00 - 13/03/2024 10:00:00","BZN|IT-North","Without Sequence","94.00","",""
"13/03/2024 10:00:00 - 13/03/2024 11:00:00","BZN|IT-North","Without Sequence","85.87","",""
"13/03/2024 11:00:00 - 13/03/2024 12:00:00","BZN|IT-North","Without Sequence","71.90","",""
"13/03/2024 12:00:00 - 13/03/2024 13:00:00","BZN|IT-North","Without Sequence","70.21","",""
"13/03/2024 13:00:00 - 13/03/2024 14:00:00","BZN|IT-North","Without Sequence","70.00","",""
"13/03/2024 14:00:00 - 13/03/2024 15:00:00","BZN|IT-North","Without Sequence","80.23","",""
"13/03/2024 15:00:00 - 13/03/2024 16:00:00","BZN|IT-North","Without Sequence","89.00","",""
"13/03/2024 16:00:00 - 13/03/2024 17:00:00","BZN|IT-North","Without Sequence","92.00","",""
"13/03/2024 17:00:00 - 13/03/2024 18:00:00","BZN|IT-North","Without Sequence","115.00","",""
"13/03/2024 18:00:00 - 13/03/2024 19:00:00","BZN|IT-North","Without Sequence","119.76","",""
"13/03/2024 19:00:00 - 13/03/2024 20:00:00","BZN|IT-North","Without Sequence","122.04","",""
"13/03/2024 20:00:00 - 13/03/2024 21:00:00","BZN|IT-North","Without Sequence","105.25","",""
"13/03/2024 21:00:00 - 13/03/2024 22:00:00","BZN|IT-North","Without Sequence","95.27","",""
"13/03/2024 22:00:00 - 13/03/2024 23:00:00","BZN|IT-North","Without Sequence","92.89","",""
"13/03/2024 23:00:00 - 14/03/2024 00:00:00","BZN|IT-North","Without Sequence","91.81","",""
"14/03/2024 00:00:00 - 14/03/2024 01:00:00","BZN|IT-North","Without Sequence","91.83","",""
"14/03/2024 01:00:00 - 14/03/2024 02:00:00","BZN|IT-North","Without Sequence","90.66","",""
"14/03/2024 02:00:00 - 14/03/2024 03:00:00","BZN|IT-North","Without Sequence","89.44","",""
"14/03/2024 03:00:00 - 14/03/2024 04:00:00","BZN|IT-North","Without Sequence","88.05","",""
"14/03/2024 04:00:00 - 14/03/2024 05:00:00","BZN|IT-North","Without Sequence","89.00","",""
"14/03/2024 05:00:00 - 14/03/2024 06:00:00","BZN|IT-North","Without Sequence","91.07","",""
"14/03/2024 06:00:00 - 14/03/2024 07:00:00","BZN|IT-North","Without Sequence","115.66","",""
"14/03/2024 07:00:00 - 14/03/2024 08:00:00","BZN|IT-North","Without Sequence","116.44","",""
"14/03/2024 08:00:00 - 14/03/2024 09:00:00","BZN|IT-North","Without Sequence","112.44","",""
"14/03/2024 09:00:00 - 14/03/2024 10:00:00","BZN|IT-North","Without Sequence","100.00","",""
"14/03/2024 10:00:00 - 14/03/2024 11:00:00","BZN|IT-North","Without Sequence","89.01","",""
"14/03/2024 11:00:00 - 14/03/2024 12:00:00","BZN|IT-North","Without Sequence","82.94","",""
"14/03/2024 12:00:00 - 14/03/2024 13:00:00","BZN|IT-North","Without Sequence","74.16","",""
"14/03/2024 13:00:00 - 14/03/2024 14:00:00","BZN|IT-North","Without Sequence","75.66","",""
"14/03/2024 14:00:00 - 14/03/2024 15:00:00","BZN|IT-North","Without Sequence","83.00","",""
"14/03/2024 15:00:00 - 14/03/2024 16:00:00","BZN|IT-North","Without Sequence","89.69","",""
"14/03/2024 16:00:00 - 14/03/2024 17:00:00","BZN|IT-North","Without Sequence","93.57","",""
"14/03/2024 17:00:00 - 14/03/2024 18:00:00","BZN|IT-North","Without Sequence","100.57","",""
"14/03/2024 18:00:00 - 14/03/2024 19:00:00","BZN|IT-North","Without Sequence","114.77","",""
"14/03/2024 19:00:00 - 14/03/2024 20:00:00","BZN|IT-North","Without Sequence","120.63","",""
"14/03/2024 20:00:00 - 14/03/2024 21:00:00","BZN|IT-North","Without Sequence","103.00","",""
"14/03/2024 21:00:00 - 14/03/2024 22:00:00","BZN|IT-North","Without Sequence","98.00","",""
"14/03/2024 22:00:00 - 14/03/2024 23:00:00","BZN|IT-North","Without Sequence","91.07","",""
"14/03/2024 23:00:00 - 15/03/2024 00:00:00","BZN|IT-North","Without Sequence","90.56","",""
"15/03/2024 00:00:00 - 15/03/2024 01:00:00","BZN|IT-North","Without Sequence","90.00","",""
"15/03/2024 01:00:00 - 15/03/2024 02:00:00","BZN|IT-North","Without Sequence","78.23","",""
"15/03/2024 02:00:00 - 15/03/2024 03:00:00","BZN|IT-North","Without Sequence","74.20","",""
"15/03/2024 03:00:00 - 15/03/2024 04:00:00","BZN|IT-North","Without Sequence","74.25","",""
"15/03/2024 04:00:00 - 15/03/2024 05:00:00","BZN|IT-North","Without Sequence","76.00","",""
"15/03/2024 05:00:00 - 15/03/2024 06:00:00","BZN|IT-North","Without Sequence","85.00","",""
"15/03/2024 06:00:00 - 15/03/2024 07:00:00","BZN|IT-North","Without Sequence","95.66","",""
"15/03/2024 07:00:00 - 15/03/2024 08:00:00","BZN|IT-North","Without Sequence","99.98","",""
"15/03/2024 08:00:00 - 15/03/2024 09:00:00","BZN|IT-North","Without Sequence","105.00","",""
"15/03/2024 09:00:00 - 15/03/2024 10:00:00","BZN|IT-North","Without Sequence","98.60","",""
"15/03/2024 10:00:00 - 15/03/2024 11:00:00","BZN|IT-North","Without Sequence","89.98","",""
"15/03/2024 11:00:00 - 15/03/2024 12:00:00","BZN|IT-North","Without Sequence","86.14","",""
"15/03/2024 12:00:00 - 15/03/2024 13:00:00","BZN|IT-North","Without Sequence","75.00","",""
"15/03/2024 13:00:00 - 15/03/2024 14:00:00","BZN|IT-North","Without Sequence","76.50","",""
"15/03/2024 14:00:00 - 15/03/2024 15:00:00","BZN|IT-North","Without Sequence","84.37","",""
"15/03/2024 15:00:00 - 15/03/2024 16:00:00","BZN|IT-North","Without Sequence","90.00","",""
"15/03/2024 16:00:00 - 15/03/2024 17:00:00","BZN|IT-North","Without Sequence","92.87","",""
"15/03/2024 17:00:00 - 15/03/2024 18:00:00","BZN|IT-North","Without Sequence","97.14","",""
"15/03/2024 18:00:00 - 15/03/2024 19:00:00","BZN|IT-North","Without Sequence","103.48","",""
"15/03/2024 19:00:00 - 15/03/2024 20:00:00","BZN|IT-North","Without Sequence","107.00","",""
"15/03/2024 20:00:00 - 15/03/2024 21:00:00","BZN|IT-North","Without Sequence","101.65","",""
"15/03/2024 21:00:00 - 15/03/2024 22:00:00","BZN|IT-North","Without Sequence","94.10","",""
"15/03/2024 22:00:00 - 15/03/2024 23:00:00","BZN|IT-North","Without Sequence","90.05","",""
"15/03/2024 23:00:00 - 16/03/2024 00:00:00","BZN|IT-North","Without Sequence","89.30","",""
"16/03/2024 00:00:00 - 16/03/2024 01:00:00","BZN|IT-North","Without Sequence","90.43","",""
"16/03/2024 01:00:00 - 16/03/2024 02:00:00","BZN|IT-North","Without Sequence","85.23","",""
"16/03/2024 02:00:00 - 16/03/2024 03:00:00","BZN|IT-North","Without Sequence","80.84","",""
"16/03/2024 03:00:00 - 16/03/2024 04:00:00","BZN|IT-North","Without Sequence","79.81","",""
"16/03/2024 04:00:00 - 16/03/2024 05:00:00","BZN|IT-North","Without Sequence","80.00","",""
"16/03/2024 05:00:00 - 16/03/2024 06:00:00","BZN|IT-North","Without Sequence","82.54","",""
"16/03/2024 06:00:00 - 16/03/2024 07:00:00","BZN|IT-North","Without Sequence","90.43","",""
"16/03/2024 07:00:00 - 16/03/2024 08:00:00","BZN|IT-North","Without Sequence","94.86","",""
"16/03/2024 08:00:00 - 16/03/2024 09:00:00","BZN|IT-North","Without Sequence","94.11","",""
"16/03/2024 09:00:00 - 16/03/2024 10:00:00","BZN|IT-North","Without Sequence","90.00","",""
"16/03/2024 10:00:00 - 16/03/2024 11:00:00","BZN|IT-North","Without Sequence","67.97","",""
"16/03/2024 11:00:00 - 16/03/2024 12:00:00","BZN|IT-North","Without Sequence","61.50","",""
"16/03/2024 12:00:00 - 16/03/2024 13:00:00","BZN|IT-North","Without Sequence","38.34","",""
"16/03/2024 13:00:00 - 16/03/2024 14:00:00","BZN|IT-North","Without Sequence","32.40","",""
"16/03/2024 14:00:00 - 16/03/2024 15:00:00","BZN|IT-North","Without Sequence","37.55","",""
"16/03/2024 15:00:00 - 16/03/2024 16:00:00","BZN|IT-North","Without Sequence","50.00","",""
"16/03/2024 16:00:00 - 16/03/2024 17:00:00","BZN|IT-North","Without Sequence","74.28","",""
"16/03/2024 17:00:00 - 16/03/2024 18:00:00","BZN|IT-North","Without Sequence","91.43","",""
"16/03/2024 18:00:00 - 16/03/2024 19:00:00","BZN|IT-North","Without Sequence","107.00","",""
"16/03/2024 19:00:00 - 16/03/2024 20:00:00","BZN|IT-North","Without Sequence","113.69","",""
"16/03/2024 20:00:00 - 16/03/2024 21:00:00","BZN|IT-North","Without Sequence","105.00","",""
"16/03/2024 21:00:00 - 16/03/2024 22:00:00","BZN|IT-North","Without Sequence","98.60","",""
"16/03/2024 22:00:00 - 16/03/2024 23:00:00","BZN|IT-North","Without Sequence","92.74","",""
"16/03/2024 23:00:00 - 17/03/2024 00:00:00","BZN|IT-North","Without Sequence","90.36","",""
"17/03/2024 00:00:00 - 17/03/2024 01:00:00","BZN|IT-North","Without Sequence","90.00","",""
"17/03/2024 01:00:00 - 17/03/2024 02:00:00","BZN|IT-North","Without Sequence","90.00","",""
"17/03/2024 02:00:00 - 17/03/2024 03:00:00","BZN|IT-North","Without Sequence","84.80","",""
"17/03/2024 03:00:00 - 17/03/2024 04:00:00","BZN|IT-North","Without Sequence","82.10","",""
"17/03/2024 04:00:00 - 17/03/2024 05:00:00","BZN|IT-North","Without Sequence","83.63","",""
"17/03/2024 05:00:00 - 17/03/2024 06:00:00","BZN|IT-North","Without Sequence","85.00","",""
"17/03/2024 06:00:00 - 17/03/2024 07:00:00","BZN|IT-North","Without Sequence","85.00","",""
"17/03/2024 07:00:00 - 17/03/2024 08:00:00","BZN|IT-North","Without Sequence","87.97","",""
"17/03/2024 08:00:00 - 17/03/2024 09:00:00","BZN|IT-North","Without Sequence","75.00","",""
"17/03/2024 09:00:00 - 17/03/2024 10:00:00","BZN|IT-North","Without Sequence","54.00","",""
"17/03/2024 10:00:00 - 17/03/2024 11:00:00","BZN|IT-North","Without Sequence","39.20","",""
"17/03/2024 11:00:00 - 17/03/2024 12:00:00","BZN|IT-North","Without Sequence","34.78","",""
"17/03/2024 12:00:00 - 17/03/2024 13:00:00","BZN|IT-North","Without Sequence","37.71","",""
"17/03/2024 13:00:00 - 17/03/2024 14:00:00","BZN|IT-North","Without Sequence","29.36","",""
"17/03/2024 14:00:00 - 17/03/2024 15:00:00","BZN|IT-North","Without Sequence","40.00","",""
"17/03/2024 15:00:00 - 17/03/2024 16:00:00","BZN|IT-North","Without Sequence","53.26","",""
"17/03/2024 16:00:00 - 17/03/2024 17:00:00","BZN|IT-North","Without Sequence","70.82","",""
"17/03/2024 17:00:00 - 17/03/2024 18:00:00","BZN|IT-North","Without Sequence","95.00","",""
"17/03/2024 18:00:00 - 17/03/2024 19:00:00","BZN|IT-North","Without Sequence","105.00","",""
"17/03/2024 19:00:00 - 17/03/2024 20:00:00","BZN|IT-North","Without Sequence","107.00","",""
"17/03/2024 20:00:00 - 17/03/2024 21:00:00","BZN|IT-North","Without Sequence","101.07","",""
"17/03/2024 21:00:00 - 17/03/2024 22:00:00","BZN|IT-North","Without Sequence","100.00","",""
"17/03/2024 22:00:00 - 17/03/2024 23:00:00","BZN|IT-North","Without Sequence","95.00","",""
"17/03/2024 23:00:00 - 18/03/2024 00:00:00","BZN|IT-North","Without Sequence","88.64","",""
"18/03/2024 00:00:00 - 18/03/2024 01:00:00","BZN|IT-North","Without Sequence","82.10","",""
"18/03/2024 01:00:00 - 18/03/2024 02:00:00","BZN|IT-North","Without Sequence","75.70","",""
"18/03/2024 02:00:00 - 18/03/2024 03:00:00","BZN|IT-North","Without Sequence","72.07","",""
"18/03/2024 03:00:00 - 18/03/2024 04:00:00","BZN|IT-North","Without Sequence","69.77","",""
"18/03/2024 04:00:00 - 18/03/2024 05:00:00","BZN|IT-North","Without Sequence","63.07","",""
"18/03/2024 05:00:00 - 18/03/2024 06:00:00","BZN|IT-North","Without Sequence","68.40","",""
"18/03/2024 06:00:00 - 18/03/2024 07:00:00","BZN|IT-North","Without Sequence","95.60","",""
"18/03/2024 07:00:00 - 18/03/2024 08:00:00","BZN|IT-North","Without Sequence","100.57","",""
"18/03/2024 08:00:00 - 18/03/2024 09:00:00","BZN|IT-North","Without Sequence","110.00","",""
"18/03/2024 09:00:00 - 18/03/2024 10:00:00","BZN|IT-North","Without Sequence","101.78","",""
"18/03/2024 10:00:00 - 18/03/2024 11:00:00","BZN|IT-North","Without Sequence","94.70","",""
"18/03/2024 11:00:00 - 18/03/2024 12:00:00","BZN|IT-North","Without Sequence","93.15","",""
"18/03/2024 12:00:00 - 18/03/2024 13:00:00","BZN|IT-North","Without Sequence","85.81","",""
"18/03/2024 13:00:00 - 18/03/2024 14:00:00","BZN|IT-North","Without Sequence","87.59","",""
"18/03/2024 14:00:00 - 18/03/2024 15:00:00","BZN|IT-North","Without Sequence","94.96","",""
"18/03/2024 15:00:00 - 18/03/2024 16:00:00","BZN|IT-North","Without Sequence","96.70","",""
"18/03/2024 16:00:00 - 18/03/2024 17:00:00","BZN|IT-North","Without Sequence","102.67","",""
"18/03/2024 17:00:00 - 18/03/2024 18:00:00","BZN|IT-North","Without Sequence","102.83","",""
"18/03/2024 18:00:00 - 18/03/2024 19:00:00","BZN|IT-North","Without Sequence","113.91","",""
"18/03/2024 19:00:00 - 18/03/2024 20:00:00","BZN|IT-North","Without Sequence","125.16","",""
"18/03/2024 20:00:00 - 18/03/2024 21:00:00","BZN|IT-North","Without Sequence","107.46","",""
"18/03/2024 21:00:00 - 18/03/2024 22:00:00","BZN|IT-North","Without Sequence","97.00","",""
"18/03/2024 22:00:00 - 18/03/2024 23:00:00","BZN|IT-North","Without Sequence","94.70","",""
"18/03/2024 23:00:00 - 19/03/2024 00:00:00","BZN|IT-North","Without Sequence","92.92","",""
"19/03/2024 00:00:00 - 19/03/2024 01:00:00","BZN|IT-North","Without Sequence","90.94","",""
"19/03/2024 01:00:00 - 19/03/2024 02:00:00","BZN|IT-North","Without Sequence","82.50","",""
"19/03/2024 02:00:00 - 19/03/2024 03:00:00","BZN|IT-North","Without Sequence","82.10","",""
"19/03/2024 03:00:00 - 19/03/2024 04:00:00","BZN|IT-North","Without Sequence","85.30","",""
"19/03/2024 04:00:00 - 19/03/2024 05:00:00","BZN|IT-North","Without Sequence","92.00","",""
"19/03/2024 05:00:00 - 19/03/2024 06:00:00","BZN|IT-North","Without Sequence","94.60","",""
"19/03/2024 06:00:00 - 19/03/2024 07:00:00","BZN|IT-North","Without Sequence","103.87","",""
"19/03/2024 07:00:00 - 19/03/2024 08:00:00","BZN|IT-North","Without Sequence","109.89","",""
"19/03/2024 08:00:00 - 19/03/2024 09:00:00","BZN|IT-North","Without Sequence","108.41","",""
"19/03/2024 09:00:00 - 19/03/2024 10:00:00","BZN|IT-North","Without Sequence","97.99","",""
"19/03/2024 10:00:00 - 19/03/2024 11:00:00","BZN|IT-North","Without Sequence","89.03","",""
"19/03/2024 11:00:00 - 19/03/2024 12:00:00","BZN|IT-North","Without Sequence","78.90","",""
"19/03/2024 12:00:00 - 19/03/2024 13:00:00","BZN|IT-North","Without Sequence","64.13","",""
"19/03/2024 13:00:00 - 19/03/2024 14:00:00","BZN|IT-North","Without Sequence","65.00","",""
"19/03/2024 14:00:00 - 19/03/2024 15:00:00","BZN|IT-North","Without Sequence","75.25","",""
"19/03/2024 15:00:00 - 19/03/2024 16:00:00","BZN|IT-North","Without Sequence","80.29","",""
"19/03/2024 16:00:00 - 19/03/2024 17:00:00","BZN|IT-North","Without Sequence","94.46","",""
"19/03/2024 17:00:00 - 19/03/2024 18:00:00","BZN|IT-North","Without Sequence","102.02","",""
"19/03/2024 18:00:00 - 19/03/2024 19:00:00","BZN|IT-North","Without Sequence","124.70","",""
"19/03/2024 19:00:00 - 19/03/2024 20:00:00","BZN|IT-North","Without Sequence","128.96","",""
"19/03/2024 20:00:00 - 19/03/2024 21:00:00","BZN|IT-North","Without Sequence","110.00","",""
"19/03/2024 21:00:00 - 19/03/2024 22:00:00","BZN|IT-North","Without Sequence","98.23","",""
"19/03/2024 22:00:00 - 19/03/2024 23:00:00","BZN|IT-North","Without Sequence","94.77","",""
"19/03/2024 23:00:00 - 20/03/2024 00:00:00","BZN|IT-North","Without Sequence","94.46","",""
"20/03/2024 00:00:00 - 20/03/2024 01:00:00","BZN|IT-North","Without Sequence","91.46","",""
"20/03/2024 01:00:00 - 20/03/2024 02:00:00","BZN|IT-North","Without Sequence","85.10","",""
"20/03/2024 02:00:00 - 20/03/2024 03:00:00","BZN|IT-North","Without Sequence","84.50","",""
"20/03/2024 03:00:00 - 20/03/2024 04:00:00","BZN|IT-North","Without Sequence","85.10","",""
"20/03/2024 04:00:00 - 20/03/2024 05:00:00","BZN|IT-North","Without Sequence","85.10","",""
"20/03/2024 05:00:00 - 20/03/2024 06:00:00","BZN|IT-North","Without Sequence","94.62","",""
"20/03/2024 06:00:00 - 20/03/2024 07:00:00","BZN|IT-North","Without Sequence","107.07","",""
"20/03/2024 07:00:00 - 20/03/2024 08:00:00","BZN|IT-North","Without Sequence","120.00","",""
"20/03/2024 08:00:00 - 20/03/2024 09:00:00","BZN|IT-North","Without Sequence","105.00","",""
"20/03/2024 09:00:00 - 20/03/2024 10:00:00","BZN|IT-North","Without Sequence","102.65","",""
"20/03/2024 10:00:00 - 20/03/2024 11:00:00","BZN|IT-North","Without Sequence","95.19","",""
"20/03/2024 11:00:00 - 20/03/2024 12:00:00","BZN|IT-North","Without Sequence","85.25","",""
"20/03/2024 12:00:00 - 20/03/2024 13:00:00","BZN|IT-North","Without Sequence","69.85","",""
"20/03/2024 13:00:00 - 20/03/2024 14:00:00","BZN|IT-North","Without Sequence","74.00","",""
"20/03/2024 14:00:00 - 20/03/2024 15:00:00","BZN|IT-North","Without Sequence","86.30","",""
"20/03/2024 15:00:00 - 20/03/2024 16:00:00","BZN|IT-North","Without Sequence","94.18","",""
"20/03/2024 16:00:00 - 20/03/2024 17:00:00","BZN|IT-North","Without Sequence","99.19","",""
"20/03/2024 17:00:00 - 20/03/2024 18:00:00","BZN|IT-North","Without Sequence","117.02","",""
"20/03/2024 18:00:00 - 20/03/2024 19:00:00","BZN|IT-North","Without Sequence","145.00","",""
"20/03/2024 19:00:00 - 20/03/2024 20:00:00","BZN|IT-North","Without Sequence","156.39","",""
"20/03/2024 20:00:00 - 20/03/2024 21:00:00","BZN|IT-North","Without Sequence","125.36","",""
"20/03/2024 21:00:00 - 20/03/2024 22:00:00","BZN|IT-North","Without Sequence","105.79","",""
"20/03/2024 22:00:00 - 20/03/2024 23:00:00","BZN|IT-North","Without Sequence","100.90","",""
"20/03/2024 23:00:00 - 21/03/2024 00:00:00","BZN|IT-North","Without Sequence","98.22","",""
"21/03/2024 00:00:00 - 21/03/2024 01:00:00","BZN|IT-North","Without Sequence","95.80","",""
"21/03/2024 01:00:00 - 21/03/2024 02:00:00","BZN|IT-North","Without Sequence","90.00","",""
"21/03/2024 02:00:00 - 21/03/2024 03:00:00","BZN|IT-North","Without Sequence","85.00","",""
"21/03/2024 03:00:00 - 21/03/2024 04:00:00","BZN|IT-North","Without Sequence","85.10","",""
"21/03/2024 04:00:00 - 21/03/2024 05:00:00","BZN|IT-North","Without Sequence","85.10","",""
"21/03/2024 05:00:00 - 21/03/2024 06:00:00","BZN|IT-North","Without Sequence","95.00","",""
"21/03/2024 06:00:00 - 21/03/2024 07:00:00","BZN|IT-North","Without Sequence","105.00","",""
"21/03/2024 07:00:00 - 21/03/2024 08:00:00","BZN|IT-North","Without Sequence","115.00","",""
"21/03/2024 08:00:00 - 21/03/2024 09:00:00","BZN|IT-North","Without Sequence","115.00","",""
"21/03/2024 09:00:00 - 21/03/2024 10:00:00","BZN|IT-North","Without Sequence","99.49","",""
"21/03/2024 10:00:00 - 21/03/2024 11:00:00","BZN|IT-North","Without Sequence","92.28","",""
"21/03/2024 11:00:00 - 21/03/2024 12:00:00","BZN|IT-North","Without Sequence","83.10","",""
"21/03/2024 12:00:00 - 21/03/2024 13:00:00","BZN|IT-North","Without Sequence","76.83","",""
"21/03/2024 13:00:00 - 21/03/2024 14:00:00","BZN|IT-North","Without Sequence","70.38","",""
"21/03/2024 14:00:00 - 21/03/2024 15:00:00","BZN|IT-North","Without Sequence","85.10","",""
"21/03/2024 15:00:00 - 21/03/2024 16:00:00","BZN|IT-North","Without Sequence","91.65","",""
"21/03/2024 16:00:00 - 21/03/2024 17:00:00","BZN|IT-North","Without Sequence","95.60","",""
"21/03/2024 17:00:00 - 21/03/2024 18:00:00","BZN|IT-North","Without Sequence","99.89","",""
"21/03/2024 18:00:00 - 21/03/2024 19:00:00","BZN|IT-North","Without Sequence","121.89","",""
"21/03/2024 19:00:00 - 21/03/2024 20:00:00","BZN|IT-North","Without Sequence","122.01","",""
"21/03/2024 20:00:00 - 21/03/2024 21:00:00","BZN|IT-North","Without Sequence","104.89","",""
"21/03/2024 21:00:00 - 21/03/2024 22:00:00","BZN|IT-North","Without Sequence","97.50","",""
"21/03/2024 22:00:00 - 21/03/2024 23:00:00","BZN|IT-North","Without Sequence","95.00","",""
"21/03/2024 23:00:00 - 22/03/2024 00:00:00","BZN|IT-North","Without Sequence","91.50","",""
"22/03/2024 00:00:00 - 22/03/2024 01:00:00","BZN|IT-North","Without Sequence","92.01","",""
"22/03/2024 01:00:00 - 22/03/2024 02:00:00","BZN|IT-North","Without Sequence","88.10","",""
"22/03/2024 02:00:00 - 22/03/2024 03:00:00","BZN|IT-North","Without Sequence","87.13","",""
"22/03/2024 03:00:00 - 22/03/2024 04:00:00","BZN|IT-North","Without Sequence","87.44","",""
"22/03/2024 04:00:00 - 22/03/2024 05:00:00","BZN|IT-North","Without Sequence","88.10","",""
"22/03/2024 05:00:00 - 22/03/2024 06:00:00","BZN|IT-North","Without Sequence","92.50","",""
"22/03/2024 06:00:00 - 22/03/2024 07:00:00","BZN|IT-North","Without Sequence","101.68","",""
"22/03/2024 07:00:00 - 22/03/2024 08:00:00","BZN|IT-North","Without Sequence","105.00","",""
"22/03/2024 08:00:00 - 22/03/2024 09:00:00","BZN|IT-North","Without Sequence","109.00","",""
"22/03/2024 09:00:00 - 22/03/2024 10:00:00","BZN|IT-North","Without Sequence","97.17","",""
"22/03/2024 10:00:00 - 22/03/2024 11:00:00","BZN|IT-North","Without Sequence","92.01","",""
"22/03/2024 11:00:00 - 22/03/2024 12:00:00","BZN|IT-North","Without Sequence","88.00","",""
"22/03/2024 12:00:00 - 22/03/2024 13:00:00","BZN|IT-North","Without Sequence","78.69","",""
"22/03/2024 13:00:00 - 22/03/2024 14:00:00","BZN|IT-North","Without Sequence","76.44","",""
"22/03/2024 14:00:00 - 22/03/2024 15:00:00","BZN|IT-North","Without Sequence","86.23","",""
"22/03/2024 15:00:00 - 22/03/2024 16:00:00","BZN|IT-North","Without Sequence","92.01","",""
"22/03/2024 16:00:00 - 22/03/2024 17:00:00","BZN|IT-North","Without Sequence","95.21","",""
"22/03/2024 17:00:00 - 22/03/2024 18:00:00","BZN|IT-North","Without Sequence","100.96","",""
"22/03/2024 18:00:00 - 22/03/2024 19:00:00","BZN|IT-North","Without Sequence","110.86","",""
"22/03/2024 19:00:00 - 22/03/2024 20:00:00","BZN|IT-North","Without Sequence","113.47","",""
"22/03/2024 20:00:00 - 22/03/2024 21:00:00","BZN|IT-North","Without Sequence","103.74","",""
"22/03/2024 21:00:00 - 22/03/2024 22:00:00","BZN|IT-North","Without Sequence","98.16","",""
"22/03/2024 22:00:00 - 22/03/2024 23:00:00","BZN|IT-North","Without Sequence","95.78","",""
"22/03/2024 23:00:00 - 23/03/2024 00:00:00","BZN|IT-North","Without Sequence","94.34","",""
"23/03/2024 00:00:00 - 23/03/2024 01:00:00","BZN|IT-North","Without Sequence","95.05","",""
"23/03/2024 01:00:00 - 23/03/2024 02:00:00","BZN|IT-North","Without Sequence","93.50","",""
"23/03/2024 02:00:00 - 23/03/2024 03:00:00","BZN|IT-North","Without Sequence","94.06","",""
"23/03/2024 03:00:00 - 23/03/2024 04:00:00","BZN|IT-North","Without Sequence","94.39","",""
"23/03/2024 04:00:00 - 23/03/2024 05:00:00","BZN|IT-North","Without Sequence","95.08","",""
"23/03/2024 05:00:00 - 23/03/2024 06:00:00","BZN|IT-North","Without Sequence","96.25","",""
"23/03/2024 06:00:00 - 23/03/2024 07:00:00","BZN|IT-North","Without Sequence","97.25","",""
