"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"25/05/2024 04:00:00 - 25/05/2024 05:00:00","BZN|IT-North","Without Sequence","100.33","",""
"25/05/2024 05:00:00 - 25/05/2024 06:00:00","BZN|IT-North","Without Sequence","99.00","",""
"25/05/2024 06:00:00 - 25/05/2024 07:00:00","BZN|IT-North","Without Sequence","104.11","",""
"25/05/2024 07:00:00 - 25/05/2024 08:00:00","BZN|IT-North","Without Sequence","105.74","",""
"25/05/2024 08:00:00 - 25/05/2024 09:00:00","BZN|IT-North","Without Sequence","106.41","",""
"25/05/2024 09:00:00 - 25/05/2024 10:00:00","BZN|IT-North","Without Sequence","97.10","",""
"25/05/2024 10:00:00 - 25/05/2024 11:00:00","BZN|IT-North","Without Sequence","94.85","",""
"25/05/2024 11:00:00 - 25/05/2024 12:00:00","BZN|IT-North","Without Sequence","93.93","",""
"25/05/2024 12:00:00 - 25/05/2024 13:00:00","BZN|IT-North","Without Sequence","79.28","",""
"25/05/2024 13:00:00 - 25/05/2024 14:00:00","BZN|IT-North","Without Sequence","68.77","",""
"25/05/2024 14:00:00 - 25/05/2024 15:00:00","BZN|IT-North","Without Sequence","85.00","",""
"25/05/2024 15:00:00 - 25/05/2024 16:00:00","BZN|IT-North","Without Sequence","84.33","",""
"25/05/2024 16:00:00 - 25/05/2024 17:00:00","BZN|IT-North","Without Sequence","80.50","",""
"25/05/2024 17:00:00 - 25/05/2024 18:00:00","BZN|IT-North","Without Sequence","84.46","",""
"25/05/2024 18:00:00 - 25/05/2024 19:00:00","BZN|IT-North","Without Sequence","100.00","",""
"25/05/2024 19:00:00 - 25/05/2024 20:00:00","BZN|IT-North","Without Sequence","118.74","",""
"25/05/2024 20:00:00 - 25/05/2024 21:00:00","BZN|IT-North","Without Sequence","142.30","",""
"25/05/2024 21:00:00 - 25/05/2024 22:00:00","BZN|IT-North","Without Sequence","130.83","",""
"25/05/2024 22:00:00 - 25/05/2024 23:00:00","BZN|IT-North","Without Sequence","112.74","",""
"25/05/2024 23:00:00 - 26/05/2024 00:00:00","BZN|IT-North","Without Sequence","105.36","",""
"26/05/2024 00:00:00 - 26/05/2024 01:00:00","BZN|IT-North","Without Sequence","105.34","",""
"26/05/2024 01:00:00 - 26/05/2024 02:00:00","BZN|IT-North","Without Sequence","95.00","",""
"26/05/2024 02:00:00 - 26/05/2024 03:00:00","BZN|IT-North","Without Sequence","85.07","",""
"26/05/2024 03:00:00 - 26/05/2024 04:00:00","BZN|IT-North","Without Sequence","85.07","",""
"26/05/2024 04:00:00 - 26/05/2024 05:00:00","BZN|IT-North","Without Sequence","85.07","",""
"26/05/2024 05:00:00 - 26/05/2024 06:00:00","BZN|IT-North","Without Sequence","85.07","",""
"26/05/2024 06:00:00 - 26/05/2024 07:00:00","BZN|IT-North","Without Sequence","85.07","",""
"26/05/2024 07:00:00 - 26/05/2024 08:00:00","BZN|IT-North","Without Sequence","85.07","",""
"26/05/2024 08:00:00 - 26/05/2024 09:00:00","BZN|IT-North","Without Sequence","85.00","",""
"26/05/2024 09:00:00 - 26/05/2024 10:00:00","BZN|IT-North","Without Sequence","74.03","",""
"26/05/2024 10:00:00 - 26/05/2024 11:00:00","BZN|IT-North","Without Sequence","30.00","",""
"26/05/2024 11:00:00 - 26/05/2024 12:00:00","BZN|IT-North","Without Sequence","8.10","",""
"26/05/2024 12:00:00 - 26/05/2024 13:00:00","BZN|IT-North","Without Sequence","9.00","",""
"26/05/2024 13:00:00 - 26/05/2024 14:00:00","BZN|IT-North","Without Sequence","5.00","",""
"26/05/2024 14:00:00 - 26/05/2024 15:00:00","BZN|IT-North","Without Sequence","3.00","",""
"26/05/2024 15:00:00 - 26/05/2024 16:00:00","BZN|IT-North","Without Sequence","9.65","",""
"26/05/2024 16:00:00 - 26/05/2024 17:00:00","BZN|IT-North","Without Sequence","18.19","",""
"26/05/2024 17:00:00 - 26/05/2024 18:00:00","BZN|IT-North","Without Sequence","51.99","",""
"26/05/2024 18:00:00 - 26/05/2024 19:00:00","BZN|IT-North","Without Sequence","104.00","",""
"26/05/2024 19:00:00 - 26/05/2024 20:00:00","BZN|IT-North","Without Sequence","115.22","",""
"26/05/2024 20:00:00 - 26/05/2024 21:00:00","BZN|IT-North","Without Sequence","116.07","",""
"26/05/2024 21:00:00 - 26/05/2024 22:00:00","BZN|IT-North","Without Sequence","114.00","",""
"26/05/2024 22:00:00 - 26/05/2024 23:00:00","BZN|IT-North","Without Sequence","104.62","",""
"26/05/2024 23:00:00 - 27/05/2024 00:00:00","BZN|IT-North","Without Sequence","87.50","",""
"27/05/2024 00:00:00 - 27/05/2024 01:00:00","BZN|IT-North","Without Sequence","88.90","",""
"27/05/2024 01:00:00 - 27/05/2024 02:00:00","BZN|IT-North","Without Sequence","80.00","",""
"27/05/2024 02:00:00 - 27/05/2024 03:00:00","BZN|IT-North","Without Sequence","82.79","",""
"27/05/2024 03:00:00 - 27/05/2024 04:00:00","BZN|IT-North","Without Sequence","79.90","",""
"27/05/2024 04:00:00 - 27/05/2024 05:00:00","BZN|IT-North","Without Sequence","82.79","",""
"27/05/2024 05:00:00 - 27/05/2024 06:00:00","BZN|IT-North","Without Sequence","88.90","",""
"27/05/2024 06:00:00 - 27/05/2024 07:00:00","BZN|IT-North","Without Sequence","115.90","",""
"27/05/2024 07:00:00 - 27/05/2024 08:00:00","BZN|IT-North","Without Sequence","129.16","",""
"27/05/2024 08:00:00 - 27/05/2024 09:00:00","BZN|IT-North","Without Sequence","122.76","",""
"27/05/2024 09:00:00 - 27/05/2024 10:00:00","BZN|IT-North","Without Sequence","110.32","",""
"27/05/2024 10:00:00 - 27/05/2024 11:00:00","BZN|IT-North","Without Sequence","97.10","",""
"27/05/2024 11:00:00 - 27/05/2024 12:00:00","BZN|IT-North","Without Sequence","90.50","",""
"27/05/2024 12:00:00 - 27/05/2024 13:00:00","BZN|IT-North","Without Sequence","72.98","",""
"27/05/2024 13:00:00 - 27/05/2024 14:00:00","BZN|IT-North","Without Sequence","82.73","",""
"27/05/2024 14:00:00 - 27/05/2024 15:00:00","BZN|IT-North","Without Sequence","90.50","",""
"27/05/2024 15:00:00 - 27/05/2024 16:00:00","BZN|IT-North","Without Sequence","97.10","",""
"27/05/2024 16:00:00 - 27/05/2024 17:00:00","BZN|IT-North","Without Sequence","111.56","",""
"27/05/2024 17:00:00 - 27/05/2024 18:00:00","BZN|IT-North","Without Sequence","108.57","",""
"27/05/2024 18:00:00 - 27/05/2024 19:00:00","BZN|IT-North","Without Sequence","120.90","",""
"27/05/2024 19:00:00 - 27/05/2024 20:00:00","BZN|IT-North","Without Sequence","146.83","",""
"27/05/2024 20:00:00 - 27/05/2024 21:00:00","BZN|IT-North","Without Sequence","156.64","",""
"27/05/2024 21:00:00 - 27/05/2024 22:00:00","BZN|IT-North","Without Sequence","144.60","",""
"27/05/2024 22:00:00 - 27/05/2024 23:00:00","BZN|IT-North","Without Sequence","115.92","",""
"27/05/2024 23:00:00 - 28/05/2024 00:00:00","BZN|IT-North","Without Sequence","107.00","",""
"28/05/2024 00:00:00 - 28/05/2024 01:00:00","BZN|IT-North","Without Sequence","103.75","",""
"28/05/2024 01:00:00 - 28/05/2024 02:00:00","BZN|IT-North","Without Sequence","99.00","",""
"28/05/2024 02:00:00 - 28/05/2024 03:00:00","BZN|IT-North","Without Sequence","95.84","",""
"28/05/2024 03:00:00 - 28/05/2024 04:00:00","BZN|IT-North","Without Sequence","92.32","",""
"28/05/2024 04:00:00 - 28/05/2024 05:00:00","BZN|IT-North","Without Sequence","90.00","",""
"28/05/2024 05:00:00 - 28/05/2024 06:00:00","BZN|IT-North","Without Sequence","96.50","",""
"28/05/2024 06:00:00 - 28/05/2024 07:00:00","BZN|IT-North","Without Sequence","118.08","",""
"28/05/2024 07:00:00 - 28/05/2024 08:00:00","BZN|IT-North","Without Sequence","141.21","",""
"28/05/2024 08:00:00 - 28/05/2024 09:00:00","BZN|IT-North","Without Sequence","143.69","",""
"28/05/2024 09:00:00 - 28/05/2024 10:00:00","BZN|IT-North","Without Sequence","129.44","",""
"28/05/2024 10:00:00 - 28/05/2024 11:00:00","BZN|IT-North","Without Sequence","120.80","",""
"28/05/2024 11:00:00 - 28/05/2024 12:00:00","BZN|IT-North","Without Sequence","114.63","",""
"28/05/2024 12:00:00 - 28/05/2024 13:00:00","BZN|IT-North","Without Sequence","97.10","",""
"28/05/2024 13:00:00 - 28/05/2024 14:00:00","BZN|IT-North","Without Sequence","97.10","",""
"28/05/2024 14:00:00 - 28/05/2024 15:00:00","BZN|IT-North","Without Sequence","104.52","",""
"28/05/2024 15:00:00 - 28/05/2024 16:00:00","BZN|IT-North","Without Sequence","104.52","",""
"28/05/2024 16:00:00 - 28/05/2024 17:00:00","BZN|IT-North","Without Sequence","112.36","",""
"28/05/2024 17:00:00 - 28/05/2024 18:00:00","BZN|IT-North","Without Sequence","112.36","",""
"28/05/2024 18:00:00 - 28/05/2024 19:00:00","BZN|IT-North","Without Sequence","118.07","",""
"28/05/2024 19:00:00 - 28/05/2024 20:00:00","BZN|IT-North","Without Sequence","145.00","",""
"28/05/2024 20:00:00 - 28/05/2024 21:00:00","BZN|IT-North","Without Sequence","156.64","",""
"28/05/2024 21:00:00 - 28/05/2024 22:00:00","BZN|IT-North","Without Sequence","137.00","",""
"28/05/2024 22:00:00 - 28/05/2024 23:00:00","BZN|IT-North","Without Sequence","112.36","",""
"28/05/2024 23:00:00 - 29/05/2024 00:00:00","BZN|IT-North","Without Sequence","106.54","",""
"29/05/2024 00:00:00 - 29/05/2024 01:00:00","BZN|IT-North","Without Sequence","105.03","",""
"29/05/2024 01:00:00 - 29/05/2024 02:00:00","BZN|IT-North","Without Sequence","102.24","",""
"29/05/2024 02:00:00 - 29/05/2024 03:00:00","BZN|IT-North","Without Sequence","97.10","",""
"29/05/2024 03:00:00 - 29/05/2024 04:00:00","BZN|IT-North","Without Sequence","98.00","",""
"29/05/2024 04:00:00 - 29/05/2024 05:00:00","BZN|IT-North","Without Sequence","100.00","",""
"29/05/2024 05:00:00 - 29/05/2024 06:00:00","BZN|IT-North","Without Sequence","102.29","",""
"29/05/2024 06:00:00 - 29/05/2024 07:00:00","BZN|IT-North","Without Sequence","111.89","",""
"29/05/2024 07:00:00 - 29/05/2024 08:00:00","BZN|IT-North","Without Sequence","136.13","",""
"29/05/2024 08:00:00 - 29/05/2024 09:00:00","BZN|IT-North","Without Sequence","135.00","",""
"29/05/2024 09:00:00 - 29/05/2024 10:00:00","BZN|IT-North","Without Sequence","114.66","",""
"29/05/2024 10:00:00 - 29/05/2024 11:00:00","BZN|IT-North","Without Sequence","105.00","",""
"29/05/2024 11:00:00 - 29/05/2024 12:00:00","BZN|IT-North","Without Sequence","101.11","",""
"29/05/2024 12:00:00 - 29/05/2024 13:00:00","BZN|IT-North","Without Sequence","91.17","",""
"29/05/2024 13:00:00 - 29/05/2024 14:00:00","BZN|IT-North","Without Sequence","97.10","",""
"29/05/2024 14:00:00 - 29/05/2024 15:00:00","BZN|IT-North","Without Sequence","100.00","",""
"29/05/2024 15:00:00 - 29/05/2024 16:00:00","BZN|IT-North","Without Sequence","102.53","",""
"29/05/2024 16:00:00 - 29/05/2024 17:00:00","BZN|IT-North","Without Sequence","109.11","",""
"29/05/2024 17:00:00 - 29/05/2024 18:00:00","BZN|IT-North","Without Sequence","112.00","",""
"29/05/2024 18:00:00 - 29/05/2024 19:00:00","BZN|IT-North","Without Sequence","118.00","",""
"29/05/2024 19:00:00 - 29/05/2024 20:00:00","BZN|IT-North","Without Sequence","145.00","",""
"29/05/2024 20:00:00 - 29/05/2024 21:00:00","BZN|IT-North","Without Sequence","158.00","",""
"29/05/2024 21:00:00 - 29/05/2024 22:00:00","BZN|IT-North","Without Sequence","140.96","",""
"29/05/2024 22:00:00 - 29/05/2024 23:00:00","BZN|IT-North","Without Sequence","113.36","",""
"29/05/2024 23:00:00 - 30/05/2024 00:00:00","BZN|IT-North","Without Sequence","107.20","",""
"30/05/2024 00:00:00 - 30/05/2024 01:00:00","BZN|IT-North","Without Sequence","100.00","",""
"30/05/2024 01:00:00 - 30/05/2024 02:00:00","BZN|IT-North","Without Sequence","93.01","",""
"30/05/2024 02:00:00 - 30/05/2024 03:00:00","BZN|IT-North","Without Sequence","93.92","",""
"30/05/2024 03:00:00 - 30/05/2024 04:00:00","BZN|IT-North","Without Sequence","90.70","",""
"30/05/2024 04:00:00 - 30/05/2024 05:00:00","BZN|IT-North","Without Sequence","96.08","",""
"30/05/2024 05:00:00 - 30/05/2024 06:00:00","BZN|IT-North","Without Sequence","96.08","",""
"30/05/2024 06:00:00 - 30/05/2024 07:00:00","BZN|IT-North","Without Sequence","111.82","",""
"30/05/2024 07:00:00 - 30/05/2024 08:00:00","BZN|IT-North","Without Sequence","142.99","",""
"30/05/2024 08:00:00 - 30/05/2024 09:00:00","BZN|IT-North","Without Sequence","148.20","",""
"30/05/2024 09:00:00 - 30/05/2024 10:00:00","BZN|IT-North","Without Sequence","130.00","",""
"30/05/2024 10:00:00 - 30/05/2024 11:00:00","BZN|IT-North","Without Sequence","121.41","",""
"30/05/2024 11:00:00 - 30/05/2024 12:00:00","BZN|IT-North","Without Sequence","112.29","",""
"30/05/2024 12:00:00 - 30/05/2024 13:00:00","BZN|IT-North","Without Sequence","100.10","",""
"30/05/2024 13:00:00 - 30/05/2024 14:00:00","BZN|IT-North","Without Sequence","99.00","",""
"30/05/2024 14:00:00 - 30/05/2024 15:00:00","BZN|IT-North","Without Sequence","102.54","",""
"30/05/2024 15:00:00 - 30/05/2024 16:00:00","BZN|IT-North","Without Sequence","99.80","",""
"30/05/2024 16:00:00 - 30/05/2024 17:00:00","BZN|IT-North","Without Sequence","102.39","",""
"30/05/2024 17:00:00 - 30/05/2024 18:00:00","BZN|IT-North","Without Sequence","104.00","",""
"30/05/2024 18:00:00 - 30/05/2024 19:00:00","BZN|IT-North","Without Sequence","111.72","",""
"30/05/2024 19:00:00 - 30/05/2024 20:00:00","BZN|IT-North","Without Sequence","132.36","",""
"30/05/2024 20:00:00 - 30/05/2024 21:00:00","BZN|IT-North","Without Sequence","143.09","",""
"30/05/2024 21:00:00 - 30/05/2024 22:00:00","BZN|IT-North","Without Sequence","132.65","",""
"30/05/2024 22:00:00 - 30/05/2024 23:00:00","BZN|IT-North","Without Sequence","108.26","",""
"30/05/2024 23:00:00 - 31/05/2024 00:00:00","BZN|IT-North","Without Sequence","104.00","",""
"31/05/2024 00:00:00 - 31/05/2024 01:00:00","BZN|IT-North","Without Sequence","89.84","",""
"31/05/2024 01:00:00 - 31/05/2024 02:00:00","BZN|IT-North","Without Sequence","89.84","",""
"31/05/2024 02:00:00 - 31/05/2024 03:00:00","BZN|IT-North","Without Sequence","79.06","",""
"31/05/2024 03:00:00 - 31/05/2024 04:00:00","BZN|IT-North","Without Sequence","79.06","",""
"31/05/2024 04:00:00 - 31/05/2024 05:00:00","BZN|IT-North","Without Sequence","81.42","",""
"31/05/2024 05:00:00 - 31/05/2024 06:00:00","BZN|IT-North","Without Sequence","81.48","",""
"31/05/2024 06:00:00 - 31/05/2024 07:00:00","BZN|IT-North","Without Sequence","97.03","",""
"31/05/2024 07:00:00 - 31/05/2024 08:00:00","BZN|IT-North","Without Sequence","117.42","",""
"31/05/2024 08:00:00 - 31/05/2024 09:00:00","BZN|IT-North","Without Sequence","121.41","",""
"31/05/2024 09:00:00 - 31/05/2024 10:00:00","BZN|IT-North","Without Sequence","106.75","",""
"31/05/2024 10:00:00 - 31/05/2024 11:00:00","BZN|IT-North","Without Sequence","93.52","",""
"31/05/2024 11:00:00 - 31/05/2024 12:00:00","BZN|IT-North","Without Sequence","87.22","",""
"31/05/2024 12:00:00 - 31/05/2024 13:00:00","BZN|IT-North","Without Sequence","68.50","",""
"31/05/2024 13:00:00 - 31/05/2024 14:00:00","BZN|IT-North","Without Sequence","71.17","",""
"31/05/2024 14:00:00 - 31/05/2024 15:00:00","BZN|IT-North","Without Sequence","69.09","",""
"31/05/2024 15:00:00 - 31/05/2024 16:00:00","BZN|IT-North","Without Sequence","80.00","",""
"31/05/2024 16:00:00 - 31/05/2024 17:00:00","BZN|IT-North","Without Sequence","81.00","",""
"31/05/2024 17:00:00 - 31/05/2024 18:00:00","BZN|IT-North","Without Sequence","92.05","",""
"31/05/2024 18:00:00 - 31/05/2024 19:00:00","BZN|IT-North","Without Sequence","108.56","",""
"31/05/2024 19:00:00 - 31/05/2024 20:00:00","BZN|IT-North","Without Sequence","123.22","",""
"31/05/2024 20:00:00 - 31/05/2024 21:00:00","BZN|IT-North","Without Sequence","133.50","",""
"31/05/2024 21:00:00 - 31/05/2024 22:00:00","BZN|IT-North","Without Sequence","121.41","",""
"31/05/2024 22:00:00 - 31/05/2024 23:00:00","BZN|IT-North","Without Sequence","103.67","",""
"31/05/2024 23:00:00 - 01/06/2024 00:00:00","BZN|IT-North","Without Sequence","96.03","",""
"01/06/2024 00:00:00 - 01/06/2024 01:00:00","BZN|IT-North","Without Sequence","100.00","",""
"01/06/2024 01:00:00 - 01/06/2024 02:00:00","BZN|IT-North","Without Sequence","100.00","",""
"01/06/2024 02:00:00 - 01/06/2024 03:00:00","BZN|IT-North","Without Sequence","89.06","",""
"01/06/2024 03:00:00 - 01/06/2024 04:00:00","BZN|IT-North","Without Sequence","95.07","",""
"01/06/2024 04:00:00 - 01/06/2024 05:00:00","BZN|IT-North","Without Sequence","85.16","",""
"01/06/2024 05:00:00 - 01/06/2024 06:00:00","BZN|IT-North","Without Sequence","85.16","",""
"01/06/2024 06:00:00 - 01/06/2024 07:00:00","BZN|IT-North","Without Sequence","100.00","",""
"01/06/2024 07:00:00 - 01/06/2024 08:00:00","BZN|IT-North","Without Sequence","90.00","",""
"01/06/2024 08:00:00 - 01/06/2024 09:00:00","BZN|IT-North","Without Sequence","100.00","",""
"01/06/2024 09:00:00 - 01/06/2024 10:00:00","BZN|IT-North","Without Sequence","91.10","",""
"01/06/2024 10:00:00 - 01/06/2024 11:00:00","BZN|IT-North","Without Sequence","73.96","",""
"01/06/2024 11:00:00 - 01/06/2024 12:00:00","BZN|IT-North","Without Sequence","50.00","",""
"01/06/2024 12:00:00 - 01/06/2024 13:00:00","BZN|IT-North","Without Sequence","19.00","",""
"01/06/2024 13:00:00 - 01/06/2024 14:00:00","BZN|IT-North","Without Sequence","9.65","",""
"01/06/2024 14:00:00 - 01/06/2024 15:00:00","BZN|IT-North","Without Sequence","11.00","",""
"01/06/2024 15:00:00 - 01/06/2024 16:00:00","BZN|IT-North","Without Sequence","21.00","",""
"01/06/2024 16:00:00 - 01/06/2024 17:00:00","BZN|IT-North","Without Sequence","74.46","",""
"01/06/2024 17:00:00 - 01/06/2024 18:00:00","BZN|IT-North","Without Sequence","88.53","",""
"01/06/2024 18:00:00 - 01/06/2024 19:00:00","BZN|IT-North","Without Sequence","109.13","",""
"01/06/2024 19:00:00 - 01/06/2024 20:00:00","BZN|IT-North","Without Sequence","116.17","",""
"01/06/2024 20:00:00 - 01/06/2024 21:00:00","BZN|IT-North","Without Sequence","109.21","",""
"01/06/2024 21:00:00 - 01/06/2024 22:00:00","BZN|IT-North","Without Sequence","110.21","",""
"01/06/2024 22:00:00 - 01/06/2024 23:00:00","BZN|IT-North","Without Sequence","90.00","",""
"01/06/2024 23:00:00 - 02/06/2024 00:00:00","BZN|IT-North","Without Sequence","89.31","",""
"02/06/2024 00:00:00 - 02/06/2024 01:00:00","BZN|IT-North","Without Sequence","90.00","",""
"02/06/2024 01:00:00 - 02/06/2024 02:00:00","BZN|IT-North","Without Sequence","81.02","",""
"02/06/2024 02:00:00 - 02/06/2024 03:00:00","BZN|IT-North","Without Sequence","84.00","",""
"02/06/2024 03:00:00 - 02/06/2024 04:00:00","BZN|IT-North","Without Sequence","81.02","",""
"02/06/2024 04:00:00 - 02/06/2024 05:00:00","BZN|IT-North","Without Sequence","84.00","",""
"02/06/2024 05:00:00 - 02/06/2024 06:00:00","BZN|IT-North","Without Sequence","81.02","",""
"02/06/2024 06:00:00 - 02/06/2024 07:00:00","BZN|IT-North","Without Sequence","55.00","",""
"02/06/2024 07:00:00 - 02/06/2024 08:00:00","BZN|IT-North","Without Sequence","33.64","",""
"02/06/2024 08:00:00 - 02/06/2024 09:00:00","BZN|IT-North","Without Sequence","38.15","",""
"02/06/2024 09:00:00 - 02/06/2024 10:00:00","BZN|IT-North","Without Sequence","69.40","",""
"02/06/2024 10:00:00 - 02/06/2024 11:00:00","BZN|IT-North","Without Sequence","48.95","",""
"02/06/2024 11:00:00 - 02/06/2024 12:00:00","BZN|IT-North","Without Sequence","49.00","",""
"02/06/2024 12:00:00 - 02/06/2024 13:00:00","BZN|IT-North","Without Sequence","35.36","",""
"02/06/2024 13:00:00 - 02/06/2024 14:00:00","BZN|IT-North","Without Sequence","30.00","",""
"02/06/2024 14:00:00 - 02/06/2024 15:00:00","BZN|IT-North","Without Sequence","41.00","",""
"02/06/2024 15:00:00 - 02/06/2024 16:00:00","BZN|IT-North","Without Sequence","38.17","",""
"02/06/2024 16:00:00 - 02/06/2024 17:00:00","BZN|IT-North","Without Sequence","89.00","",""
"02/06/2024 17:00:00 - 02/06/2024 18:00:00","BZN|IT-North","Without Sequence","101.00","",""
"02/06/2024 18:00:00 - 02/06/2024 19:00:00","BZN|IT-North","Without Sequence","110.93","",""
"02/06/2024 19:00:00 - 02/06/2024 20:00:00","BZN|IT-North","Without Sequence","121.94","",""
"02/06/2024 20:00:00 - 02/06/2024 21:00:00","BZN|IT-North","Without Sequence","111.35","",""
"02/06/2024 21:00:00 - 02/06/2024 22:00:00","BZN|IT-North","Without Sequence","104.93","",""
"02/06/2024 22:00:00 - 02/06/2024 23:00:00","BZN|IT-North","Without Sequence","99.54","",""
"02/06/2024 23:00:00 - 03/06/2024 00:00:00","BZN|IT-North","Without Sequence","88.74","",""
"03/06/2024 00:00:00 - 03/06/2024 01:00:00","BZN|IT-North","Without Sequence","91.40","",""
"03/06/2024 01:00:00 - 03/06/2024 02:00:00","BZN|IT-North","Without Sequence","91.41","",""
"03/06/2024 02:00:00 - 03/06/2024 03:00:00","BZN|IT-North","Without Sequence","91.05","",""
"03/06/2024 03:00:00 - 03/06/2024 04:00:00","BZN|IT-North","Without Sequence","89.19","",""
"03/06/2024 04:00:00 - 03/06/2024 05:00:00","BZN|IT-North","Without Sequence","87.90","",""
"03/06/2024 05:00:00 - 03/06/2024 06:00:00","BZN|IT-North","Without Sequence","99.45","",""
"03/06/2024 06:00:00 - 03/06/2024 07:00:00","BZN|IT-North","Without Sequence","119.57","",""
"03/06/2024 07:00:00 - 03/06/2024 08:00:00","BZN|IT-North","Without Sequence","141.75","",""
"03/06/2024 08:00:00 - 03/06/2024 09:00:00","BZN|IT-North","Without Sequence","143.92","",""
"03/06/2024 09:00:00 - 03/06/2024 10:00:00","BZN|IT-North","Without Sequence","128.08","",""
"03/06/2024 10:00:00 - 03/06/2024 11:00:00","BZN|IT-North","Without Sequence","112.38","",""
"03/06/2024 11:00:00 - 03/06/2024 12:00:00","BZN|IT-North","Without Sequence","104.00","",""
"03/06/2024 12:00:00 - 03/06/2024 13:00:00","BZN|IT-North","Without Sequence","89.31","",""
"03/06/2024 13:00:00 - 03/06/2024 14:00:00","BZN|IT-North","Without Sequence","90.00","",""
"03/06/2024 14:00:00 - 03/06/2024 15:00:00","BZN|IT-North","Without Sequence","97.10","",""
"03/06/2024 15:00:00 - 03/06/2024 16:00:00","BZN|IT-North","Without Sequence","106.48","",""
"03/06/2024 16:00:00 - 03/06/2024 17:00:00","BZN|IT-North","Without Sequence","111.23","",""
"03/06/2024 17:00:00 - 03/06/2024 18:00:00","BZN|IT-North","Without Sequence","107.00","",""
"03/06/2024 18:00:00 - 03/06/2024 19:00:00","BZN|IT-North","Without Sequence","116.09","",""
"03/06/2024 19:00:00 - 03/06/2024 20:00:00","BZN|IT-North","Without Sequence","141.90","",""
"03/06/2024 20:00:00 - 03/06/2024 21:00:00","BZN|IT-North","Without Sequence","150.00","",""
"03/06/2024 21:00:00 - 03/06/2024 22:00:00","BZN|IT-North","Without Sequence","148.95","",""
"03/06/2024 22:00:00 - 03/06/2024 23:00:00","BZN|IT-North","Without Sequence","120.00","",""
"03/06/2024 23:00:00 - 04/06/2024 00:00:00","BZN|IT-North","Without Sequence","115.00","",""
"04/06/2024 00:00:00 - 04/06/2024 01:00:00","BZN|IT-North","Without Sequence","109.11","",""
"04/06/2024 01:00:00 - 04/06/2024 02:00:00","BZN|IT-North","Without Sequence","101.49","",""
"04/06/2024 02:00:00 - 04/06/2024 03:00:00","BZN|IT-North","Without Sequence","97.23","",""
"04/06/2024 03:00:00 - 04/06/2024 04:00:00","BZN|IT-North","Without Sequence","97.57","",""
"04/06/2024 04:00:00 - 04/06/2024 05:00:00","BZN|IT-North","Without Sequence","99.43","",""
"04/06/2024 05:00:00 - 04/06/2024 06:00:00","BZN|IT-North","Without Sequence","106.71","",""
"04/06/2024 06:00:00 - 04/06/2024 07:00:00","BZN|IT-North","Without Sequence","120.28","",""
"04/06/2024 07:00:00 - 04/06/2024 08:00:00","BZN|IT-North","Without Sequence","166.98","",""
"04/06/2024 08:00:00 - 04/06/2024 09:00:00","BZN|IT-North","Without Sequence","160.20","",""
"04/06/2024 09:00:00 - 04/06/2024 10:00:00","BZN|IT-North","Without Sequence","120.00","",""
"04/06/2024 10:00:00 - 04/06/2024 11:00:00","BZN|IT-North","Without Sequence","109.00","",""
"04/06/2024 11:00:00 - 04/06/2024 12:00:00","BZN|IT-North","Without Sequence","99.37","",""
"04/06/2024 12:00:00 - 04/06/2024 13:00:00","BZN|IT-North","Without Sequence","90.11","",""
"04/06/2024 13:00:00 - 04/06/2024 14:00:00","BZN|IT-North","Without Sequence","90.12","",""
"04/06/2024 14:00:00 - 04/06/2024 15:00:00","BZN|IT-North","Without Sequence","95.50","",""
"04/06/2024 15:00:00 - 04/06/2024 16:00:00","BZN|IT-North","Without Sequence","95.00","",""
"04/06/2024 16:00:00 - 04/06/2024 17:00:00","BZN|IT-North","Without Sequence","109.15","",""
"04/06/2024 17:00:00 - 04/06/2024 18:00:00","BZN|IT-North","Without Sequence","110.00","",""
"04/06/2024 18:00:00 - 04/06/2024 19:00:00","BZN|IT-North","Without Sequence","120.00","",""
"04/06/2024 19:00:00 - 04/06/2024 20:00:00","BZN|IT-North","Without Sequence","153.96","",""
"04/06/2024 20:00:00 - 04/06/2024 21:00:00","BZN|IT-North","Without Sequence","160.96","",""
"04/06/2024 21:00:00 - 04/06/2024 22:00:00","BZN|IT-North","Without Sequence","154.70","",""
"04/06/2024 22:00:00 - 04/06/2024 23:00:00","BZN|IT-North","Without Sequence","120.00","",""
"04/06/2024 23:00:00 - 05/06/2024 00:00:00","BZN|IT-North","Without Sequence","115.00","",""
"05/06/2024 00:00:00 - 05/06/2024 01:00:00","BZN|IT-North","Without Sequence","95.70","",""
"05/06/2024 01:00:00 - 05/06/2024 02:00:00","BZN|IT-North","Without Sequence","91.66","",""
"05/06/2024 02:00:00 - 05/06/2024 03:00:00","BZN|IT-North","Without Sequence","90.00","",""
"05/06/2024 03:00:00 - 05/06/2024 04:00:00","BZN|IT-North","Without Sequence","90.71","",""
"05/06/2024 04:00:00 - 05/06/2024 05:00:00","BZN|IT-North","Without Sequence","90.71","",""
"05/06/2024 05:00:00 - 05/06/2024 06:00:00","BZN|IT-North","Without Sequence","97.10","",""
"05/06/2024 06:00:00 - 05/06/2024 07:00:00","BZN|IT-North","Without Sequence","111.00","",""
