"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"27/02/2024 11:00:00 - 27/02/2024 12:00:00","BZN|PL","Without Sequence","78.06","",""
"27/02/2024 12:00:00 - 27/02/2024 13:00:00","BZN|PL","Without Sequence","73.02","",""
"27/02/2024 13:00:00 - 27/02/2024 14:00:00","BZN|PL","Without Sequence","81.11","",""
"27/02/2024 14:00:00 - 27/02/2024 15:00:00","BZN|PL","Without Sequence","86.90","",""
"27/02/2024 15:00:00 - 27/02/2024 16:00:00","BZN|PL","Without Sequence","88.08","",""
"27/02/2024 16:00:00 - 27/02/2024 17:00:00","BZN|PL","Without Sequence","108.33","",""
"27/02/2024 17:00:00 - 27/02/2024 18:00:00","BZN|PL","Without Sequence","110.17","",""
"27/02/2024 18:00:00 - 27/02/2024 19:00:00","BZN|PL","Without Sequence","112.32","",""
"27/02/2024 19:00:00 - 27/02/2024 20:00:00","BZN|PL","Without Sequence","105.17","",""
"27/02/2024 20:00:00 - 27/02/2024 21:00:00","BZN|PL","Without Sequence","96.79","",""
"27/02/2024 21:00:00 - 27/02/2024 22:00:00","BZN|PL","Without Sequence","97.33","",""
"27/02/2024 22:00:00 - 27/02/2024 23:00:00","BZN|PL","Without Sequence","75.14","",""
"27/02/2024 23:00:00 - 28/02/2024 00:00:00","BZN|PL","Without Sequence","64.97","",""
"28/02/2024 00:00:00 - 28/02/2024 01:00:00","BZN|PL","Without Sequence","62.93","",""
"28/02/2024 01:00:00 - 28/02/2024 02:00:00","BZN|PL","Without Sequence","67.88","",""
"28/02/2024 02:00:00 - 28/02/2024 03:00:00","BZN|PL","Without Sequence","69.02","",""
"28/02/2024 03:00:00 - 28/02/2024 04:00:00","BZN|PL","Without Sequence","68.62","",""
"28/02/2024 04:00:00 - 28/02/2024 05:00:00","BZN|PL","Without Sequence","69.10","",""
"28/02/2024 05:00:00 - 28/02/2024 06:00:00","BZN|PL","Without Sequence","73.90","",""
"28/02/2024 06:00:00 - 28/02/2024 07:00:00","BZN|PL","Without Sequence","97.20","",""
"28/02/2024 07:00:00 - 28/02/2024 08:00:00","BZN|PL","Without Sequence","97.97","",""
"28/02/2024 08:00:00 - 28/02/2024 09:00:00","BZN|PL","Without Sequence","104.49","",""
"28/02/2024 09:00:00 - 28/02/2024 10:00:00","BZN|PL","Without Sequence","85.46","",""
"28/02/2024 10:00:00 - 28/02/2024 11:00:00","BZN|PL","Without Sequence","73.99","",""
"28/02/2024 11:00:00 - 28/02/2024 12:00:00","BZN|PL","Without Sequence","74.76","",""
"28/02/2024 12:00:00 - 28/02/2024 13:00:00","BZN|PL","Without Sequence","73.69","",""
"28/02/2024 13:00:00 - 28/02/2024 14:00:00","BZN|PL","Without Sequence","71.66","",""
"28/02/2024 14:00:00 - 28/02/2024 15:00:00","BZN|PL","Without Sequence","73.00","",""
"28/02/2024 15:00:00 - 28/02/2024 16:00:00","BZN|PL","Without Sequence","86.63","",""
"28/02/2024 16:00:00 - 28/02/2024 17:00:00","BZN|PL","Without Sequence","97.74","",""
"28/02/2024 17:00:00 - 28/02/2024 18:00:00","BZN|PL","Without Sequence","103.70","",""
"28/02/2024 18:00:00 - 28/02/2024 19:00:00","BZN|PL","Without Sequence","107.14","",""
"28/02/2024 19:00:00 - 28/02/2024 20:00:00","BZN|PL","Without Sequence","105.62","",""
"28/02/2024 20:00:00 - 28/02/2024 21:00:00","BZN|PL","Without Sequence","106.56","",""
"28/02/2024 21:00:00 - 28/02/2024 22:00:00","BZN|PL","Without Sequence","102.72","",""
"28/02/2024 22:00:00 - 28/02/2024 23:00:00","BZN|PL","Without Sequence","84.39","",""
"28/02/2024 23:00:00 - 29/02/2024 00:00:00","BZN|PL","Without Sequence","70.05","",""
"29/02/2024 00:00:00 - 29/02/2024 01:00:00","BZN|PL","Without Sequence","72.80","",""
"29/02/2024 01:00:00 - 29/02/2024 02:00:00","BZN|PL","Without Sequence","71.99","",""
"29/02/2024 02:00:00 - 29/02/2024 03:00:00","BZN|PL","Without Sequence","71.50","",""
"29/02/2024 03:00:00 - 29/02/2024 04:00:00","BZN|PL","Without Sequence","72.00","",""
"29/02/2024 04:00:00 - 29/02/2024 05:00:00","BZN|PL","Without Sequence","73.01","",""
"29/02/2024 05:00:00 - 29/02/2024 06:00:00","BZN|PL","Without Sequence","78.14","",""
"29/02/2024 06:00:00 - 29/02/2024 07:00:00","BZN|PL","Without Sequence","100.94","",""
"29/02/2024 07:00:00 - 29/02/2024 08:00:00","BZN|PL","Without Sequence","101.67","",""
"29/02/2024 08:00:00 - 29/02/2024 09:00:00","BZN|PL","Without Sequence","95.10","",""
"29/02/2024 09:00:00 - 29/02/2024 10:00:00","BZN|PL","Without Sequence","76.61","",""
"29/02/2024 10:00:00 - 29/02/2024 11:00:00","BZN|PL","Without Sequence","72.06","",""
"29/02/2024 11:00:00 - 29/02/2024 12:00:00","BZN|PL","Without Sequence","73.99","",""
"29/02/2024 12:00:00 - 29/02/2024 13:00:00","BZN|PL","Without Sequence","73.52","",""
"29/02/2024 13:00:00 - 29/02/2024 14:00:00","BZN|PL","Without Sequence","71.99","",""
"29/02/2024 14:00:00 - 29/02/2024 15:00:00","BZN|PL","Without Sequence","70.14","",""
"29/02/2024 15:00:00 - 29/02/2024 16:00:00","BZN|PL","Without Sequence","72.04","",""
"29/02/2024 16:00:00 - 29/02/2024 17:00:00","BZN|PL","Without Sequence","88.23","",""
"29/02/2024 17:00:00 - 29/02/2024 18:00:00","BZN|PL","Without Sequence","90.07","",""
"29/02/2024 18:00:00 - 29/02/2024 19:00:00","BZN|PL","Without Sequence","86.26","",""
"29/02/2024 19:00:00 - 29/02/2024 20:00:00","BZN|PL","Without Sequence","80.99","",""
"29/02/2024 20:00:00 - 29/02/2024 21:00:00","BZN|PL","Without Sequence","72.77","",""
"29/02/2024 21:00:00 - 29/02/2024 22:00:00","BZN|PL","Without Sequence","67.25","",""
"29/02/2024 22:00:00 - 29/02/2024 23:00:00","BZN|PL","Without Sequence","72.42","",""
"29/02/2024 23:00:00 - 01/03/2024 00:00:00","BZN|PL","Without Sequence","66.52","",""
"01/03/2024 00:00:00 - 01/03/2024 01:00:00","BZN|PL","Without Sequence","62.04","",""
"01/03/2024 01:00:00 - 01/03/2024 02:00:00","BZN|PL","Without Sequence","61.42","",""
"01/03/2024 02:00:00 - 01/03/2024 03:00:00","BZN|PL","Without Sequence","58.14","",""
"01/03/2024 03:00:00 - 01/03/2024 04:00:00","BZN|PL","Without Sequence","57.83","",""
"01/03/2024 04:00:00 - 01/03/2024 05:00:00","BZN|PL","Without Sequence","58.30","",""
"01/03/2024 05:00:00 - 01/03/2024 06:00:00","BZN|PL","Without Sequence","70.24","",""
"01/03/2024 06:00:00 - 01/03/2024 07:00:00","BZN|PL","Without Sequence","71.58","",""
"01/03/2024 07:00:00 - 01/03/2024 08:00:00","BZN|PL","Without Sequence","79.36","",""
"01/03/2024 08:00:00 - 01/03/2024 09:00:00","BZN|PL","Without Sequence","81.25","",""
"01/03/2024 09:00:00 - 01/03/2024 10:00:00","BZN|PL","Without Sequence","72.76","",""
"01/03/2024 10:00:00 - 01/03/2024 11:00:00","BZN|PL","Without Sequence","66.12","",""
"01/03/2024 11:00:00 - 01/03/2024 12:00:00","BZN|PL","Without Sequence","59.96","",""
"01/03/2024 12:00:00 - 01/03/2024 13:00:00","BZN|PL","Without Sequence","59.33","",""
"01/03/2024 13:00:00 - 01/03/2024 14:00:00","BZN|PL","Without Sequence","63.95","",""
"01/03/2024 14:00:00 - 01/03/2024 15:00:00","BZN|PL","Without Sequence","70.89","",""
"01/03/2024 15:00:00 - 01/03/2024 16:00:00","BZN|PL","Without Sequence","77.50","",""
"01/03/2024 16:00:00 - 01/03/2024 17:00:00","BZN|PL","Without Sequence","91.64","",""
"01/03/2024 17:00:00 - 01/03/2024 18:00:00","BZN|PL","Without Sequence","89.01","",""
"01/03/2024 18:00:00 - 01/03/2024 19:00:00","BZN|PL","Without Sequence","93.02","",""
"01/03/2024 19:00:00 - 01/03/2024 20:00:00","BZN|PL","Without Sequence","87.19","",""
"01/03/2024 20:00:00 - 01/03/2024 21:00:00","BZN|PL","Without Sequence","77.49","",""
"01/03/2024 21:00:00 - 01/03/2024 22:00:00","BZN|PL","Without Sequence","71.62","",""
"01/03/2024 22:00:00 - 01/03/2024 23:00:00","BZN|PL","Without Sequence","71.92","",""
"01/03/2024 23:00:00 - 02/03/2024 00:00:00","BZN|PL","Without Sequence","72.15","",""
"02/03/2024 00:00:00 - 02/03/2024 01:00:00","BZN|PL","Without Sequence","72.46","",""
"02/03/2024 01:00:00 - 02/03/2024 02:00:00","BZN|PL","Without Sequence","71.27","",""
"02/03/2024 02:00:00 - 02/03/2024 03:00:00","BZN|PL","Without Sequence","71.04","",""
"02/03/2024 03:00:00 - 02/03/2024 04:00:00","BZN|PL","Without Sequence","71.04","",""
"02/03/2024 04:00:00 - 02/03/2024 05:00:00","BZN|PL","Without Sequence","71.04","",""
"02/03/2024 05:00:00 - 02/03/2024 06:00:00","BZN|PL","Without Sequence","71.09","",""
"02/03/2024 06:00:00 - 02/03/2024 07:00:00","BZN|PL","Without Sequence","71.13","",""
"02/03/2024 07:00:00 - 02/03/2024 08:00:00","BZN|PL","Without Sequence","72.11","",""
"02/03/2024 08:00:00 - 02/03/2024 09:00:00","BZN|PL","Without Sequence","73.28","",""
"02/03/2024 09:00:00 - 02/03/2024 10:00:00","BZN|PL","Without Sequence","73.96","",""
"02/03/2024 10:00:00 - 02/03/2024 11:00:00","BZN|PL","Without Sequence","73.43","",""
"02/03/2024 11:00:00 - 02/03/2024 12:00:00","BZN|PL","Without Sequence","71.36","",""
"02/03/2024 12:00:00 - 02/03/2024 13:00:00","BZN|PL","Without Sequence","71.07","",""
"02/03/2024 13:00:00 - 02/03/2024 14:00:00","BZN|PL","Without Sequence","71.64","",""
"02/03/2024 14:00:00 - 02/03/2024 15:00:00","BZN|PL","Without Sequence","77.10","",""
"02/03/2024 15:00:00 - 02/03/2024 16:00:00","BZN|PL","Without Sequence","96.08","",""
"02/03/2024 16:00:00 - 02/03/2024 17:00:00","BZN|PL","Without Sequence","102.19","",""
"02/03/2024 17:00:00 - 02/03/2024 18:00:00","BZN|PL","Without Sequence","96.73","",""
"02/03/2024 18:00:00 - 02/03/2024 19:00:00","BZN|PL","Without Sequence","93.60","",""
"02/03/2024 19:00:00 - 02/03/2024 20:00:00","BZN|PL","Without Sequence","89.90","",""
"02/03/2024 20:00:00 - 02/03/2024 21:00:00","BZN|PL","Without Sequence","76.98","",""
"02/03/2024 21:00:00 - 02/03/2024 22:00:00","BZN|PL","Without Sequence","72.97","",""
"02/03/2024 22:00:00 - 02/03/2024 23:00:00","BZN|PL","Without Sequence","73.24","",""
"02/03/2024 23:00:00 - 03/03/2024 00:00:00","BZN|PL","Without Sequence","71.52","",""
"03/03/2024 00:00:00 - 03/03/2024 01:00:00","BZN|PL","Without Sequence","65.45","",""
"03/03/2024 01:00:00 - 03/03/2024 02:00:00","BZN|PL","Without Sequence","65.95","",""
"03/03/2024 02:00:00 - 03/03/2024 03:00:00","BZN|PL","Without Sequence","60.80","",""
"03/03/2024 03:00:00 - 03/03/2024 04:00:00","BZN|PL","Without Sequence","57.85","",""
"03/03/2024 04:00:00 - 03/03/2024 05:00:00","BZN|PL","Without Sequence","57.85","",""
"03/03/2024 05:00:00 - 03/03/2024 06:00:00","BZN|PL","Without Sequence","60.14","",""
"03/03/2024 06:00:00 - 03/03/2024 07:00:00","BZN|PL","Without Sequence","57.78","",""
"03/03/2024 07:00:00 - 03/03/2024 08:00:00","BZN|PL","Without Sequence","57.50","",""
"03/03/2024 08:00:00 - 03/03/2024 09:00:00","BZN|PL","Without Sequence","55.60","",""
"03/03/2024 09:00:00 - 03/03/2024 10:00:00","BZN|PL","Without Sequence","54.84","",""
"03/03/2024 10:00:00 - 03/03/2024 11:00:00","BZN|PL","Without Sequence","53.00","",""
"03/03/2024 11:00:00 - 03/03/2024 12:00:00","BZN|PL","Without Sequence","50.59","",""
"03/03/2024 12:00:00 - 03/03/2024 13:00:00","BZN|PL","Without Sequence","47.87","",""
"03/03/2024 13:00:00 - 03/03/2024 14:00:00","BZN|PL","Without Sequence","49.34","",""
"03/03/2024 14:00:00 - 03/03/2024 15:00:00","BZN|PL","Without Sequence","53.37","",""
"03/03/2024 15:00:00 - 03/03/2024 16:00:00","BZN|PL","Without Sequence","62.48","",""
"03/03/2024 16:00:00 - 03/03/2024 17:00:00","BZN|PL","Without Sequence","70.03","",""
"03/03/2024 17:00:00 - 03/03/2024 18:00:00","BZN|PL","Without Sequence","74.76","",""
"03/03/2024 18:00:00 - 03/03/2024 19:00:00","BZN|PL","Without Sequence","82.96","",""
"03/03/2024 19:00:00 - 03/03/2024 20:00:00","BZN|PL","Without Sequence","86.96","",""
"03/03/2024 20:00:00 - 03/03/2024 21:00:00","BZN|PL","Without Sequence","81.80","",""
"03/03/2024 21:00:00 - 03/03/2024 22:00:00","BZN|PL","Without Sequence","75.00","",""
"03/03/2024 22:00:00 - 03/03/2024 23:00:00","BZN|PL","Without Sequence","72.18","",""
"03/03/2024 23:00:00 - 04/03/2024 00:00:00","BZN|PL","Without Sequence","72.42","",""
"04/03/2024 00:00:00 - 04/03/2024 01:00:00","BZN|PL","Without Sequence","69.13","",""
"04/03/2024 01:00:00 - 04/03/2024 02:00:00","BZN|PL","Without Sequence","67.90","",""
"04/03/2024 02:00:00 - 04/03/2024 03:00:00","BZN|PL","Without Sequence","67.41","",""
"04/03/2024 03:00:00 - 04/03/2024 04:00:00","BZN|PL","Without Sequence","66.22","",""
"04/03/2024 04:00:00 - 04/03/2024 05:00:00","BZN|PL","Without Sequence","68.07","",""
"04/03/2024 05:00:00 - 04/03/2024 06:00:00","BZN|PL","Without Sequence","70.83","",""
"04/03/2024 06:00:00 - 04/03/2024 07:00:00","BZN|PL","Without Sequence","81.18","",""
"04/03/2024 07:00:00 - 04/03/2024 08:00:00","BZN|PL","Without Sequence","96.67","",""
"04/03/2024 08:00:00 - 04/03/2024 09:00:00","BZN|PL","Without Sequence","102.97","",""
"04/03/2024 09:00:00 - 04/03/2024 10:00:00","BZN|PL","Without Sequence","85.02","",""
"04/03/2024 10:00:00 - 04/03/2024 11:00:00","BZN|PL","Without Sequence","72.42","",""
"04/03/2024 11:00:00 - 04/03/2024 12:00:00","BZN|PL","Without Sequence","71.41","",""
"04/03/2024 12:00:00 - 04/03/2024 13:00:00","BZN|PL","Without Sequence","71.72","",""
"04/03/2024 13:00:00 - 04/03/2024 14:00:00","BZN|PL","Without Sequence","73.23","",""
"04/03/2024 14:00:00 - 04/03/2024 15:00:00","BZN|PL","Without Sequence","73.87","",""
"04/03/2024 15:00:00 - 04/03/2024 16:00:00","BZN|PL","Without Sequence","75.20","",""
"04/03/2024 16:00:00 - 04/03/2024 17:00:00","BZN|PL","Without Sequence","82.55","",""
"04/03/2024 17:00:00 - 04/03/2024 18:00:00","BZN|PL","Without Sequence","97.27","",""
"04/03/2024 18:00:00 - 04/03/2024 19:00:00","BZN|PL","Without Sequence","105.18","",""
"04/03/2024 19:00:00 - 04/03/2024 20:00:00","BZN|PL","Without Sequence","99.13","",""
"04/03/2024 20:00:00 - 04/03/2024 21:00:00","BZN|PL","Without Sequence","80.52","",""
"04/03/2024 21:00:00 - 04/03/2024 22:00:00","BZN|PL","Without Sequence","71.39","",""
"04/03/2024 22:00:00 - 04/03/2024 23:00:00","BZN|PL","Without Sequence","67.56","",""
"04/03/2024 23:00:00 - 05/03/2024 00:00:00","BZN|PL","Without Sequence","63.93","",""
"05/03/2024 00:00:00 - 05/03/2024 01:00:00","BZN|PL","Without Sequence","68.61","",""
"05/03/2024 01:00:00 - 05/03/2024 02:00:00","BZN|PL","Without Sequence","69.14","",""
"05/03/2024 02:00:00 - 05/03/2024 03:00:00","BZN|PL","Without Sequence","68.59","",""
"05/03/2024 03:00:00 - 05/03/2024 04:00:00","BZN|PL","Without Sequence","68.59","",""
"05/03/2024 04:00:00 - 05/03/2024 05:00:00","BZN|PL","Without Sequence","68.64","",""
"05/03/2024 05:00:00 - 05/03/2024 06:00:00","BZN|PL","Without Sequence","69.70","",""
"05/03/2024 06:00:00 - 05/03/2024 07:00:00","BZN|PL","Without Sequence","76.72","",""
"05/03/2024 07:00:00 - 05/03/2024 08:00:00","BZN|PL","Without Sequence","79.28","",""
"05/03/2024 08:00:00 - 05/03/2024 09:00:00","BZN|PL","Without Sequence","83.02","",""
"05/03/2024 09:00:00 - 05/03/2024 10:00:00","BZN|PL","Without Sequence","77.00","",""
"05/03/2024 10:00:00 - 05/03/2024 11:00:00","BZN|PL","Without Sequence","71.15","",""
"05/03/2024 11:00:00 - 05/03/2024 12:00:00","BZN|PL","Without Sequence","69.72","",""
"05/03/2024 12:00:00 - 05/03/2024 13:00:00","BZN|PL","Without Sequence","70.09","",""
"05/03/2024 13:00:00 - 05/03/2024 14:00:00","BZN|PL","Without Sequence","71.58","",""
"05/03/2024 14:00:00 - 05/03/2024 15:00:00","BZN|PL","Without Sequence","74.54","",""
"05/03/2024 15:00:00 - 05/03/2024 16:00:00","BZN|PL","Without Sequence","80.68","",""
"05/03/2024 16:00:00 - 05/03/2024 17:00:00","BZN|PL","Without Sequence","78.90","",""
"05/03/2024 17:00:00 - 05/03/2024 18:00:00","BZN|PL","Without Sequence","104.86","",""
"05/03/2024 18:00:00 - 05/03/2024 19:00:00","BZN|PL","Without Sequence","110.63","",""
"05/03/2024 19:00:00 - 05/03/2024 20:00:00","BZN|PL","Without Sequence","114.30","",""
"05/03/2024 20:00:00 - 05/03/2024 21:00:00","BZN|PL","Without Sequence","94.29","",""
"05/03/2024 21:00:00 - 05/03/2024 22:00:00","BZN|PL","Without Sequence","83.58","",""
"05/03/2024 22:00:00 - 05/03/2024 23:00:00","BZN|PL","Without Sequence","77.04","",""
"05/03/2024 23:00:00 - 06/03/2024 00:00:00","BZN|PL","Without Sequence","71.94","",""
"06/03/2024 00:00:00 - 06/03/2024 01:00:00","BZN|PL","Without Sequence","74.00","",""
"06/03/2024 01:00:00 - 06/03/2024 02:00:00","BZN|PL","Without Sequence","74.31","",""
"06/03/2024 02:00:00 - 06/03/2024 03:00:00","BZN|PL","Without Sequence","74.98","",""
"06/03/2024 03:00:00 - 06/03/2024 04:00:00","BZN|PL","Without Sequence","74.71","",""
"06/03/2024 04:00:00 - 06/03/2024 05:00:00","BZN|PL","Without Sequence","73.27","",""
"06/03/2024 05:00:00 - 06/03/2024 06:00:00","BZN|PL","Without Sequence","73.91","",""
"06/03/2024 06:00:00 - 06/03/2024 07:00:00","BZN|PL","Without Sequence","83.98","",""
"06/03/2024 07:00:00 - 06/03/2024 08:00:00","BZN|PL","Without Sequence","106.64","",""
"06/03/2024 08:00:00 - 06/03/2024 09:00:00","BZN|PL","Without Sequence","108.70","",""
"06/03/2024 09:00:00 - 06/03/2024 10:00:00","BZN|PL","Without Sequence","87.21","",""
"06/03/2024 10:00:00 - 06/03/2024 11:00:00","BZN|PL","Without Sequence","75.02","",""
"06/03/2024 11:00:00 - 06/03/2024 12:00:00","BZN|PL","Without Sequence","87.89","",""
"06/03/2024 12:00:00 - 06/03/2024 13:00:00","BZN|PL","Without Sequence","80.36","",""
"06/03/2024 13:00:00 - 06/03/2024 14:00:00","BZN|PL","Without Sequence","71.07","",""
"06/03/2024 14:00:00 - 06/03/2024 15:00:00","BZN|PL","Without Sequence","70.64","",""
"06/03/2024 15:00:00 - 06/03/2024 16:00:00","BZN|PL","Without Sequence","75.44","",""
"06/03/2024 16:00:00 - 06/03/2024 17:00:00","BZN|PL","Without Sequence","84.31","",""
"06/03/2024 17:00:00 - 06/03/2024 18:00:00","BZN|PL","Without Sequence","106.03","",""
"06/03/2024 18:00:00 - 06/03/2024 19:00:00","BZN|PL","Without Sequence","119.25","",""
"06/03/2024 19:00:00 - 06/03/2024 20:00:00","BZN|PL","Without Sequence","119.03","",""
"06/03/2024 20:00:00 - 06/03/2024 21:00:00","BZN|PL","Without Sequence","92.95","",""
"06/03/2024 21:00:00 - 06/03/2024 22:00:00","BZN|PL","Without Sequence","80.13","",""
"06/03/2024 22:00:00 - 06/03/2024 23:00:00","BZN|PL","Without Sequence","77.98","",""
"06/03/2024 23:00:00 - 07/03/2024 00:00:00","BZN|PL","Without Sequence","74.34","",""
"07/03/2024 00:00:00 - 07/03/2024 01:00:00","BZN|PL","Without Sequence","74.49","",""
"07/03/2024 01:00:00 - 07/03/2024 02:00:00","BZN|PL","Without Sequence","76.85","",""
"07/03/2024 02:00:00 - 07/03/2024 03:00:00","BZN|PL","Without Sequence","77.54","",""
"07/03/2024 03:00:00 - 07/03/2024 04:00:00","BZN|PL","Without Sequence","74.48","",""
"07/03/2024 04:00:00 - 07/03/2024 05:00:00","BZN|PL","Without Sequence","72.71","",""
"07/03/2024 05:00:00 - 07/03/2024 06:00:00","BZN|PL","Without Sequence","73.13","",""
"07/03/2024 06:00:00 - 07/03/2024 07:00:00","BZN|PL","Without Sequence","84.27","",""
"07/03/2024 07:00:00 - 07/03/2024 08:00:00","BZN|PL","Without Sequence","103.20","",""
"07/03/2024 08:00:00 - 07/03/2024 09:00:00","BZN|PL","Without Sequence","96.70","",""
"07/03/2024 09:00:00 - 07/03/2024 10:00:00","BZN|PL","Without Sequence","79.09","",""
"07/03/2024 10:00:00 - 07/03/2024 11:00:00","BZN|PL","Without Sequence","74.17","",""
"07/03/2024 11:00:00 - 07/03/2024 12:00:00","BZN|PL","Without Sequence","72.77","",""
"07/03/2024 12:00:00 - 07/03/2024 13:00:00","BZN|PL","Without Sequence","71.35","",""
"07/03/2024 13:00:00 - 07/03/2024 14:00:00","BZN|PL","Without Sequence","78.00","",""
"07/03/2024 14:00:00 - 07/03/2024 15:00:00","BZN|PL","Without Sequence","79.70","",""
"07/03/2024 15:00:00 - 07/03/2024 16:00:00","BZN|PL","Without Sequence","81.11","",""
"07/03/2024 16:00:00 - 07/03/2024 17:00:00","BZN|PL","Without Sequence","96.98","",""
"07/03/2024 17:00:00 - 07/03/2024 18:00:00","BZN|PL","Without Sequence","106.75","",""
"07/03/2024 18:00:00 - 07/03/2024 19:00:00","BZN|PL","Without Sequence","111.52","",""
"07/03/2024 19:00:00 - 07/03/2024 20:00:00","BZN|PL","Without Sequence","107.43","",""
"07/03/2024 20:00:00 - 07/03/2024 21:00:00","BZN|PL","Without Sequence","105.18","",""
"07/03/2024 21:00:00 - 07/03/2024 22:00:00","BZN|PL","Without Sequence","89.70","",""
"07/03/2024 22:00:00 - 07/03/2024 23:00:00","BZN|PL","Without Sequence","79.89","",""
"07/03/2024 23:00:00 - 08/03/2024 00:00:00","BZN|PL","Without Sequence","75.67","",""
"08/03/2024 00:00:00 - 08/03/2024 01:00:00","BZN|PL","Without Sequence","75.34","",""
"08/03/2024 01:00:00 - 08/03/2024 02:00:00","BZN|PL","Without Sequence","74.64","",""
"08/03/2024 02:00:00 - 08/03/2024 03:00:00","BZN|PL","Without Sequence","74.88","",""
"08/03/2024 03:00:00 - 08/03/2024 04:00:00","BZN|PL","Without Sequence","75.24","",""
"08/03/2024 04:00:00 - 08/03/2024 05:00:00","BZN|PL","Without Sequence","75.53","",""
"08/03/2024 05:00:00 - 08/03/2024 06:00:00","BZN|PL","Without Sequence","79.15","",""
"08/03/2024 06:00:00 - 08/03/2024 07:00:00","BZN|PL","Without Sequence","101.53","",""
"08/03/2024 07:00:00 - 08/03/2024 08:00:00","BZN|PL","Without Sequence","95.05","",""
"08/03/2024 08:00:00 - 08/03/2024 09:00:00","BZN|PL","Without Sequence","88.89","",""
"08/03/2024 09:00:00 - 08/03/2024 10:00:00","BZN|PL","Without Sequence","74.36","",""
"08/03/2024 10:00:00 - 08/03/2024 11:00:00","BZN|PL","Without Sequence","66.74","",""
"08/03/2024 11:00:00 - 08/03/2024 12:00:00","BZN|PL","Without Sequence","62.14","",""
"08/03/2024 12:00:00 - 08/03/2024 13:00:00","BZN|PL","Without Sequence","66.19","",""
"08/03/2024 13:00:00 - 08/03/2024 14:00:00","BZN|PL","Without Sequence","69.65","",""
"08/03/2024 14:00:00 - 08/03/2024 15:00:00","BZN|PL","Without Sequence","75.71","",""
"08/03/2024 15:00:00 - 08/03/2024 16:00:00","BZN|PL","Without Sequence","92.09","",""
"08/03/2024 16:00:00 - 08/03/2024 17:00:00","BZN|PL","Without Sequence","111.08","",""
"08/03/2024 17:00:00 - 08/03/2024 18:00:00","BZN|PL","Without Sequence","116.24","",""
"08/03/2024 18:00:00 - 08/03/2024 19:00:00","BZN|PL","Without Sequence","119.86","",""
"08/03/2024 19:00:00 - 08/03/2024 20:00:00","BZN|PL","Without Sequence","118.85","",""
"08/03/2024 20:00:00 - 08/03/2024 21:00:00","BZN|PL","Without Sequence","110.91","",""
"08/03/2024 21:00:00 - 08/03/2024 22:00:00","BZN|PL","Without Sequence","93.19","",""
"08/03/2024 22:00:00 - 08/03/2024 23:00:00","BZN|PL","Without Sequence","82.19","",""
"08/03/2024 23:00:00 - 09/03/2024 00:00:00","BZN|PL","Without Sequence","75.84","",""
"09/03/2024 00:00:00 - 09/03/2024 01:00:00","BZN|PL","Without Sequence","77.61","",""
"09/03/2024 01:00:00 - 09/03/2024 02:00:00","BZN|PL","Without Sequence","75.26","",""
"09/03/2024 02:00:00 - 09/03/2024 03:00:00","BZN|PL","Without Sequence","74.77","",""
"09/03/2024 03:00:00 - 09/03/2024 04:00:00","BZN|PL","Without Sequence","71.98","",""
"09/03/2024 04:00:00 - 09/03/2024 05:00:00","BZN|PL","Without Sequence","73.37","",""
"09/03/2024 05:00:00 - 09/03/2024 06:00:00","BZN|PL","Without Sequence","75.36","",""
"09/03/2024 06:00:00 - 09/03/2024 07:00:00","BZN|PL","Without Sequence","74.86","",""
"09/03/2024 07:00:00 - 09/03/2024 08:00:00","BZN|PL","Without Sequence","74.84","",""
"09/03/2024 08:00:00 - 09/03/2024 09:00:00","BZN|PL","Without Sequence","73.88","",""
"09/03/2024 09:00:00 - 09/03/2024 10:00:00","BZN|PL","Without Sequence","66.40","",""
"09/03/2024 10:00:00 - 09/03/2024 11:00:00","BZN|PL","Without Sequence","46.87","",""
"09/03/2024 11:00:00 - 09/03/2024 12:00:00","BZN|PL","Without Sequence","46.54","",""
"09/03/2024 12:00:00 - 09/03/2024 13:00:00","BZN|PL","Without Sequence","46.39","",""
"09/03/2024 13:00:00 - 09/03/2024 14:00:00","BZN|PL","Without Sequence","46.95","",""
"09/03/2024 14:00:00 - 09/03/2024 15:00:00","BZN|PL","Without Sequence","50.13","",""
"09/03/2024 15:00:00 - 09/03/2024 16:00:00","BZN|PL","Without Sequence","66.51","",""
"09/03/2024 16:00:00 - 09/03/2024 17:00:00","BZN|PL","Without Sequence","74.84","",""
"09/03/2024 17:00:00 - 09/03/2024 18:00:00","BZN|PL","Without Sequence","75.73","",""
"09/03/2024 18:00:00 - 09/03/2024 19:00:00","BZN|PL","Without Sequence","75.92","",""
"09/03/2024 19:00:00 - 09/03/2024 20:00:00","BZN|PL","Without Sequence","75.11","",""
"09/03/2024 20:00:00 - 09/03/2024 21:00:00","BZN|PL","Without Sequence","74.46","",""
"09/03/2024 21:00:00 - 09/03/2024 22:00:00","BZN|PL","Without Sequence","72.25","",""
"09/03/2024 22:00:00 - 09/03/2024 23:00:00","BZN|PL","Without Sequence","70.03","",""
"09/03/2024 23:00:00 - 10/03/2024 00:00:00","BZN|PL","Without Sequence","66.51","",""
"10/03/2024 00:00:00 - 10/03/2024 01:00:00","BZN|PL","Without Sequence","48.65","",""
