"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"23/03/2024 03:00:00 - 23/03/2024 04:00:00","BZN|CH","Without Sequence","69.69","",""
"23/03/2024 04:00:00 - 23/03/2024 05:00:00","BZN|CH","Without Sequence","69.63","",""
"23/03/2024 05:00:00 - 23/03/2024 06:00:00","BZN|CH","Without Sequence","70.95","",""
"23/03/2024 06:00:00 - 23/03/2024 07:00:00","BZN|CH","Without Sequence","70.98","",""
"23/03/2024 07:00:00 - 23/03/2024 08:00:00","BZN|CH","Without Sequence","72.47","",""
"23/03/2024 08:00:00 - 23/03/2024 09:00:00","BZN|CH","Without Sequence","72.72","",""
"23/03/2024 09:00:00 - 23/03/2024 10:00:00","BZN|CH","Without Sequence","70.21","",""
"23/03/2024 10:00:00 - 23/03/2024 11:00:00","BZN|CH","Without Sequence","55.88","",""
"23/03/2024 11:00:00 - 23/03/2024 12:00:00","BZN|CH","Without Sequence","37.92","",""
"23/03/2024 12:00:00 - 23/03/2024 13:00:00","BZN|CH","Without Sequence","-5.95","",""
"23/03/2024 13:00:00 - 23/03/2024 14:00:00","BZN|CH","Without Sequence","-11.66","",""
"23/03/2024 14:00:00 - 23/03/2024 15:00:00","BZN|CH","Without Sequence","-9.33","",""
"23/03/2024 15:00:00 - 23/03/2024 16:00:00","BZN|CH","Without Sequence","50.81","",""
"23/03/2024 16:00:00 - 23/03/2024 17:00:00","BZN|CH","Without Sequence","65.67","",""
"23/03/2024 17:00:00 - 23/03/2024 18:00:00","BZN|CH","Without Sequence","72.73","",""
"23/03/2024 18:00:00 - 23/03/2024 19:00:00","BZN|CH","Without Sequence","74.15","",""
"23/03/2024 19:00:00 - 23/03/2024 20:00:00","BZN|CH","Without Sequence","72.77","",""
"23/03/2024 20:00:00 - 23/03/2024 21:00:00","BZN|CH","Without Sequence","72.55","",""
"23/03/2024 21:00:00 - 23/03/2024 22:00:00","BZN|CH","Without Sequence","73.76","",""
"23/03/2024 22:00:00 - 23/03/2024 23:00:00","BZN|CH","Without Sequence","72.48","",""
"23/03/2024 23:00:00 - 24/03/2024 00:00:00","BZN|CH","Without Sequence","65.59","",""
"24/03/2024 00:00:00 - 24/03/2024 01:00:00","BZN|CH","Without Sequence","20.79","",""
"24/03/2024 01:00:00 - 24/03/2024 02:00:00","BZN|CH","Without Sequence","8.80","",""
"24/03/2024 02:00:00 - 24/03/2024 03:00:00","BZN|CH","Without Sequence","13.43","",""
"24/03/2024 03:00:00 - 24/03/2024 04:00:00","BZN|CH","Without Sequence","11.66","",""
"24/03/2024 04:00:00 - 24/03/2024 05:00:00","BZN|CH","Without Sequence","11.36","",""
"24/03/2024 05:00:00 - 24/03/2024 06:00:00","BZN|CH","Without Sequence","11.80","",""
"24/03/2024 06:00:00 - 24/03/2024 07:00:00","BZN|CH","Without Sequence","11.38","",""
"24/03/2024 07:00:00 - 24/03/2024 08:00:00","BZN|CH","Without Sequence","9.99","",""
"24/03/2024 08:00:00 - 24/03/2024 09:00:00","BZN|CH","Without Sequence","-0.08","",""
"24/03/2024 09:00:00 - 24/03/2024 10:00:00","BZN|CH","Without Sequence","-2.31","",""
"24/03/2024 10:00:00 - 24/03/2024 11:00:00","BZN|CH","Without Sequence","-1.94","",""
"24/03/2024 11:00:00 - 24/03/2024 12:00:00","BZN|CH","Without Sequence","-0.87","",""
"24/03/2024 12:00:00 - 24/03/2024 13:00:00","BZN|CH","Without Sequence","-3.09","",""
"24/03/2024 13:00:00 - 24/03/2024 14:00:00","BZN|CH","Without Sequence","-6.75","",""
"24/03/2024 14:00:00 - 24/03/2024 15:00:00","BZN|CH","Without Sequence","-6.22","",""
"24/03/2024 15:00:00 - 24/03/2024 16:00:00","BZN|CH","Without Sequence","-1.13","",""
"24/03/2024 16:00:00 - 24/03/2024 17:00:00","BZN|CH","Without Sequence","11.34","",""
"24/03/2024 17:00:00 - 24/03/2024 18:00:00","BZN|CH","Without Sequence","53.07","",""
"24/03/2024 18:00:00 - 24/03/2024 19:00:00","BZN|CH","Without Sequence","72.59","",""
"24/03/2024 19:00:00 - 24/03/2024 20:00:00","BZN|CH","Without Sequence","75.77","",""
"24/03/2024 20:00:00 - 24/03/2024 21:00:00","BZN|CH","Without Sequence","74.96","",""
"24/03/2024 21:00:00 - 24/03/2024 22:00:00","BZN|CH","Without Sequence","73.53","",""
"24/03/2024 22:00:00 - 24/03/2024 23:00:00","BZN|CH","Without Sequence","74.00","",""
"24/03/2024 23:00:00 - 25/03/2024 00:00:00","BZN|CH","Without Sequence","72.72","",""
"25/03/2024 00:00:00 - 25/03/2024 01:00:00","BZN|CH","Without Sequence","61.79","",""
"25/03/2024 01:00:00 - 25/03/2024 02:00:00","BZN|CH","Without Sequence","61.13","",""
"25/03/2024 02:00:00 - 25/03/2024 03:00:00","BZN|CH","Without Sequence","61.18","",""
"25/03/2024 03:00:00 - 25/03/2024 04:00:00","BZN|CH","Without Sequence","61.78","",""
"25/03/2024 04:00:00 - 25/03/2024 05:00:00","BZN|CH","Without Sequence","67.10","",""
"25/03/2024 05:00:00 - 25/03/2024 06:00:00","BZN|CH","Without Sequence","74.02","",""
"25/03/2024 06:00:00 - 25/03/2024 07:00:00","BZN|CH","Without Sequence","81.56","",""
"25/03/2024 07:00:00 - 25/03/2024 08:00:00","BZN|CH","Without Sequence","93.83","",""
"25/03/2024 08:00:00 - 25/03/2024 09:00:00","BZN|CH","Without Sequence","89.39","",""
"25/03/2024 09:00:00 - 25/03/2024 10:00:00","BZN|CH","Without Sequence","77.04","",""
"25/03/2024 10:00:00 - 25/03/2024 11:00:00","BZN|CH","Without Sequence","66.72","",""
"25/03/2024 11:00:00 - 25/03/2024 12:00:00","BZN|CH","Without Sequence","62.02","",""
"25/03/2024 12:00:00 - 25/03/2024 13:00:00","BZN|CH","Without Sequence","59.89","",""
"25/03/2024 13:00:00 - 25/03/2024 14:00:00","BZN|CH","Without Sequence","60.41","",""
"25/03/2024 14:00:00 - 25/03/2024 15:00:00","BZN|CH","Without Sequence","61.18","",""
"25/03/2024 15:00:00 - 25/03/2024 16:00:00","BZN|CH","Without Sequence","69.39","",""
"25/03/2024 16:00:00 - 25/03/2024 17:00:00","BZN|CH","Without Sequence","76.95","",""
"25/03/2024 17:00:00 - 25/03/2024 18:00:00","BZN|CH","Without Sequence","102.95","",""
"25/03/2024 18:00:00 - 25/03/2024 19:00:00","BZN|CH","Without Sequence","141.59","",""
"25/03/2024 19:00:00 - 25/03/2024 20:00:00","BZN|CH","Without Sequence","142.32","",""
"25/03/2024 20:00:00 - 25/03/2024 21:00:00","BZN|CH","Without Sequence","104.47","",""
"25/03/2024 21:00:00 - 25/03/2024 22:00:00","BZN|CH","Without Sequence","82.20","",""
"25/03/2024 22:00:00 - 25/03/2024 23:00:00","BZN|CH","Without Sequence","79.58","",""
"25/03/2024 23:00:00 - 26/03/2024 00:00:00","BZN|CH","Without Sequence","75.78","",""
"26/03/2024 00:00:00 - 26/03/2024 01:00:00","BZN|CH","Without Sequence","79.97","",""
"26/03/2024 01:00:00 - 26/03/2024 02:00:00","BZN|CH","Without Sequence","77.49","",""
"26/03/2024 02:00:00 - 26/03/2024 03:00:00","BZN|CH","Without Sequence","75.80","",""
"26/03/2024 03:00:00 - 26/03/2024 04:00:00","BZN|CH","Without Sequence","73.95","",""
"26/03/2024 04:00:00 - 26/03/2024 05:00:00","BZN|CH","Without Sequence","73.96","",""
"26/03/2024 05:00:00 - 26/03/2024 06:00:00","BZN|CH","Without Sequence","75.78","",""
"26/03/2024 06:00:00 - 26/03/2024 07:00:00","BZN|CH","Without Sequence","80.86","",""
"26/03/2024 07:00:00 - 26/03/2024 08:00:00","BZN|CH","Without Sequence","82.02","",""
"26/03/2024 08:00:00 - 26/03/2024 09:00:00","BZN|CH","Without Sequence","78.47","",""
"26/03/2024 09:00:00 - 26/03/2024 10:00:00","BZN|CH","Without Sequence","74.86","",""
"26/03/2024 10:00:00 - 26/03/2024 11:00:00","BZN|CH","Without Sequence","72.02","",""
"26/03/2024 11:00:00 - 26/03/2024 12:00:00","BZN|CH","Without Sequence","68.06","",""
"26/03/2024 12:00:00 - 26/03/2024 13:00:00","BZN|CH","Without Sequence","61.74","",""
"26/03/2024 13:00:00 - 26/03/2024 14:00:00","BZN|CH","Without Sequence","62.09","",""
"26/03/2024 14:00:00 - 26/03/2024 15:00:00","BZN|CH","Without Sequence","62.25","",""
"26/03/2024 15:00:00 - 26/03/2024 16:00:00","BZN|CH","Without Sequence","73.98","",""
"26/03/2024 16:00:00 - 26/03/2024 17:00:00","BZN|CH","Without Sequence","75.54","",""
"26/03/2024 17:00:00 - 26/03/2024 18:00:00","BZN|CH","Without Sequence","81.39","",""
"26/03/2024 18:00:00 - 26/03/2024 19:00:00","BZN|CH","Without Sequence","97.57","",""
"26/03/2024 19:00:00 - 26/03/2024 20:00:00","BZN|CH","Without Sequence","98.09","",""
"26/03/2024 20:00:00 - 26/03/2024 21:00:00","BZN|CH","Without Sequence","81.31","",""
"26/03/2024 21:00:00 - 26/03/2024 22:00:00","BZN|CH","Without Sequence","76.55","",""
"26/03/2024 22:00:00 - 26/03/2024 23:00:00","BZN|CH","Without Sequence","76.80","",""
"26/03/2024 23:00:00 - 27/03/2024 00:00:00","BZN|CH","Without Sequence","75.79","",""
"27/03/2024 00:00:00 - 27/03/2024 01:00:00","BZN|CH","Without Sequence","80.93","",""
"27/03/2024 01:00:00 - 27/03/2024 02:00:00","BZN|CH","Without Sequence","79.87","",""
"27/03/2024 02:00:00 - 27/03/2024 03:00:00","BZN|CH","Without Sequence","79.95","",""
"27/03/2024 03:00:00 - 27/03/2024 04:00:00","BZN|CH","Without Sequence","77.08","",""
"27/03/2024 04:00:00 - 27/03/2024 05:00:00","BZN|CH","Without Sequence","76.95","",""
"27/03/2024 05:00:00 - 27/03/2024 06:00:00","BZN|CH","Without Sequence","81.12","",""
"27/03/2024 06:00:00 - 27/03/2024 07:00:00","BZN|CH","Without Sequence","85.30","",""
"27/03/2024 07:00:00 - 27/03/2024 08:00:00","BZN|CH","Without Sequence","91.32","",""
"27/03/2024 08:00:00 - 27/03/2024 09:00:00","BZN|CH","Without Sequence","84.61","",""
"27/03/2024 09:00:00 - 27/03/2024 10:00:00","BZN|CH","Without Sequence","81.28","",""
"27/03/2024 10:00:00 - 27/03/2024 11:00:00","BZN|CH","Without Sequence","81.27","",""
"27/03/2024 11:00:00 - 27/03/2024 12:00:00","BZN|CH","Without Sequence","81.23","",""
"27/03/2024 12:00:00 - 27/03/2024 13:00:00","BZN|CH","Without Sequence","80.93","",""
"27/03/2024 13:00:00 - 27/03/2024 14:00:00","BZN|CH","Without Sequence","80.91","",""
"27/03/2024 14:00:00 - 27/03/2024 15:00:00","BZN|CH","Without Sequence","80.62","",""
"27/03/2024 15:00:00 - 27/03/2024 16:00:00","BZN|CH","Without Sequence","81.16","",""
"27/03/2024 16:00:00 - 27/03/2024 17:00:00","BZN|CH","Without Sequence","86.13","",""
"27/03/2024 17:00:00 - 27/03/2024 18:00:00","BZN|CH","Without Sequence","99.99","",""
"27/03/2024 18:00:00 - 27/03/2024 19:00:00","BZN|CH","Without Sequence","123.78","",""
"27/03/2024 19:00:00 - 27/03/2024 20:00:00","BZN|CH","Without Sequence","120.06","",""
"27/03/2024 20:00:00 - 27/03/2024 21:00:00","BZN|CH","Without Sequence","93.08","",""
"27/03/2024 21:00:00 - 27/03/2024 22:00:00","BZN|CH","Without Sequence","83.03","",""
"27/03/2024 22:00:00 - 27/03/2024 23:00:00","BZN|CH","Without Sequence","81.26","",""
"27/03/2024 23:00:00 - 28/03/2024 00:00:00","BZN|CH","Without Sequence","77.02","",""
"28/03/2024 00:00:00 - 28/03/2024 01:00:00","BZN|CH","Without Sequence","74.23","",""
"28/03/2024 01:00:00 - 28/03/2024 02:00:00","BZN|CH","Without Sequence","74.01","",""
"28/03/2024 02:00:00 - 28/03/2024 03:00:00","BZN|CH","Without Sequence","71.13","",""
"28/03/2024 03:00:00 - 28/03/2024 04:00:00","BZN|CH","Without Sequence","65.44","",""
"28/03/2024 04:00:00 - 28/03/2024 05:00:00","BZN|CH","Without Sequence","70.12","",""
"28/03/2024 05:00:00 - 28/03/2024 06:00:00","BZN|CH","Without Sequence","76.24","",""
"28/03/2024 06:00:00 - 28/03/2024 07:00:00","BZN|CH","Without Sequence","84.27","",""
"28/03/2024 07:00:00 - 28/03/2024 08:00:00","BZN|CH","Without Sequence","83.98","",""
"28/03/2024 08:00:00 - 28/03/2024 09:00:00","BZN|CH","Without Sequence","81.09","",""
"28/03/2024 09:00:00 - 28/03/2024 10:00:00","BZN|CH","Without Sequence","80.13","",""
"28/03/2024 10:00:00 - 28/03/2024 11:00:00","BZN|CH","Without Sequence","78.99","",""
"28/03/2024 11:00:00 - 28/03/2024 12:00:00","BZN|CH","Without Sequence","79.94","",""
"28/03/2024 12:00:00 - 28/03/2024 13:00:00","BZN|CH","Without Sequence","74.18","",""
"28/03/2024 13:00:00 - 28/03/2024 14:00:00","BZN|CH","Without Sequence","72.76","",""
"28/03/2024 14:00:00 - 28/03/2024 15:00:00","BZN|CH","Without Sequence","72.72","",""
"28/03/2024 15:00:00 - 28/03/2024 16:00:00","BZN|CH","Without Sequence","73.96","",""
"28/03/2024 16:00:00 - 28/03/2024 17:00:00","BZN|CH","Without Sequence","75.12","",""
"28/03/2024 17:00:00 - 28/03/2024 18:00:00","BZN|CH","Without Sequence","74.56","",""
"28/03/2024 18:00:00 - 28/03/2024 19:00:00","BZN|CH","Without Sequence","80.61","",""
"28/03/2024 19:00:00 - 28/03/2024 20:00:00","BZN|CH","Without Sequence","79.66","",""
"28/03/2024 20:00:00 - 28/03/2024 21:00:00","BZN|CH","Without Sequence","76.23","",""
"28/03/2024 21:00:00 - 28/03/2024 22:00:00","BZN|CH","Without Sequence","77.02","",""
"28/03/2024 22:00:00 - 28/03/2024 23:00:00","BZN|CH","Without Sequence","76.83","",""
"28/03/2024 23:00:00 - 29/03/2024 00:00:00","BZN|CH","Without Sequence","72.78","",""
"29/03/2024 00:00:00 - 29/03/2024 01:00:00","BZN|CH","Without Sequence","72.04","",""
"29/03/2024 01:00:00 - 29/03/2024 02:00:00","BZN|CH","Without Sequence","67.05","",""
"29/03/2024 02:00:00 - 29/03/2024 03:00:00","BZN|CH","Without Sequence","63.22","",""
"29/03/2024 03:00:00 - 29/03/2024 04:00:00","BZN|CH","Without Sequence","63.34","",""
"29/03/2024 04:00:00 - 29/03/2024 05:00:00","BZN|CH","Without Sequence","62.83","",""
"29/03/2024 05:00:00 - 29/03/2024 06:00:00","BZN|CH","Without Sequence","69.66","",""
"29/03/2024 06:00:00 - 29/03/2024 07:00:00","BZN|CH","Without Sequence","61.57","",""
"29/03/2024 07:00:00 - 29/03/2024 08:00:00","BZN|CH","Without Sequence","62.20","",""
"29/03/2024 08:00:00 - 29/03/2024 09:00:00","BZN|CH","Without Sequence","61.82","",""
"29/03/2024 09:00:00 - 29/03/2024 10:00:00","BZN|CH","Without Sequence","61.68","",""
"29/03/2024 10:00:00 - 29/03/2024 11:00:00","BZN|CH","Without Sequence","61.40","",""
"29/03/2024 11:00:00 - 29/03/2024 12:00:00","BZN|CH","Without Sequence","60.25","",""
"29/03/2024 12:00:00 - 29/03/2024 13:00:00","BZN|CH","Without Sequence","60.53","",""
"29/03/2024 13:00:00 - 29/03/2024 14:00:00","BZN|CH","Without Sequence","54.28","",""
"29/03/2024 14:00:00 - 29/03/2024 15:00:00","BZN|CH","Without Sequence","55.54","",""
"29/03/2024 15:00:00 - 29/03/2024 16:00:00","BZN|CH","Without Sequence","61.34","",""
"29/03/2024 16:00:00 - 29/03/2024 17:00:00","BZN|CH","Without Sequence","61.96","",""
"29/03/2024 17:00:00 - 29/03/2024 18:00:00","BZN|CH","Without Sequence","71.81","",""
"29/03/2024 18:00:00 - 29/03/2024 19:00:00","BZN|CH","Without Sequence","84.03","",""
"29/03/2024 19:00:00 - 29/03/2024 20:00:00","BZN|CH","Without Sequence","92.11","",""
"29/03/2024 20:00:00 - 29/03/2024 21:00:00","BZN|CH","Without Sequence","83.59","",""
"29/03/2024 21:00:00 - 29/03/2024 22:00:00","BZN|CH","Without Sequence","75.12","",""
"29/03/2024 22:00:00 - 29/03/2024 23:00:00","BZN|CH","Without Sequence","72.55","",""
"29/03/2024 23:00:00 - 30/03/2024 00:00:00","BZN|CH","Without Sequence","66.58","",""
"30/03/2024 00:00:00 - 30/03/2024 01:00:00","BZN|CH","Without Sequence","61.77","",""
"30/03/2024 01:00:00 - 30/03/2024 02:00:00","BZN|CH","Without Sequence","57.38","",""
"30/03/2024 02:00:00 - 30/03/2024 03:00:00","BZN|CH","Without Sequence","54.15","",""
"30/03/2024 03:00:00 - 30/03/2024 04:00:00","BZN|CH","Without Sequence","53.38","",""
"30/03/2024 04:00:00 - 30/03/2024 05:00:00","BZN|CH","Without Sequence","54.92","",""
"30/03/2024 05:00:00 - 30/03/2024 06:00:00","BZN|CH","Without Sequence","55.68","",""
"30/03/2024 06:00:00 - 30/03/2024 07:00:00","BZN|CH","Without Sequence","52.40","",""
"30/03/2024 07:00:00 - 30/03/2024 08:00:00","BZN|CH","Without Sequence","41.05","",""
"30/03/2024 08:00:00 - 30/03/2024 09:00:00","BZN|CH","Without Sequence","37.10","",""
"30/03/2024 09:00:00 - 30/03/2024 10:00:00","BZN|CH","Without Sequence","29.63","",""
"30/03/2024 10:00:00 - 30/03/2024 11:00:00","BZN|CH","Without Sequence","19.56","",""
"30/03/2024 11:00:00 - 30/03/2024 12:00:00","BZN|CH","Without Sequence","14.73","",""
"30/03/2024 12:00:00 - 30/03/2024 13:00:00","BZN|CH","Without Sequence","8.64","",""
"30/03/2024 13:00:00 - 30/03/2024 14:00:00","BZN|CH","Without Sequence","1.74","",""
"30/03/2024 14:00:00 - 30/03/2024 15:00:00","BZN|CH","Without Sequence","11.28","",""
"30/03/2024 15:00:00 - 30/03/2024 16:00:00","BZN|CH","Without Sequence","25.26","",""
"30/03/2024 16:00:00 - 30/03/2024 17:00:00","BZN|CH","Without Sequence","41.62","",""
"30/03/2024 17:00:00 - 30/03/2024 18:00:00","BZN|CH","Without Sequence","70.94","",""
"30/03/2024 18:00:00 - 30/03/2024 19:00:00","BZN|CH","Without Sequence","81.59","",""
"30/03/2024 19:00:00 - 30/03/2024 20:00:00","BZN|CH","Without Sequence","83.14","",""
"30/03/2024 20:00:00 - 30/03/2024 21:00:00","BZN|CH","Without Sequence","72.37","",""
"30/03/2024 21:00:00 - 30/03/2024 22:00:00","BZN|CH","Without Sequence","65.71","",""
"30/03/2024 22:00:00 - 30/03/2024 23:00:00","BZN|CH","Without Sequence","62.26","",""
"30/03/2024 23:00:00 - 31/03/2024 00:00:00","BZN|CH","Without Sequence","57.86","",""
"31/03/2024 00:00:00 - 31/03/2024 01:00:00 (CET)","BZN|CH","Without Sequence","66.95","",""
"31/03/2024 01:00:00 (CET) - 31/03/2024 03:00:00 (CEST)","BZN|CH","Without Sequence","60.37","",""
"31/03/2024 03:00:00 (CEST) - 31/03/2024 04:00:00","BZN|CH","Without Sequence","56.51","",""
"31/03/2024 04:00:00 - 31/03/2024 05:00:00","BZN|CH","Without Sequence","56.80","",""
"31/03/2024 05:00:00 - 31/03/2024 06:00:00","BZN|CH","Without Sequence","56.70","",""
"31/03/2024 06:00:00 - 31/03/2024 07:00:00","BZN|CH","Without Sequence","57.86","",""
"31/03/2024 07:00:00 - 31/03/2024 08:00:00","BZN|CH","Without Sequence","57.79","",""
"31/03/2024 08:00:00 - 31/03/2024 09:00:00","BZN|CH","Without Sequence","57.71","",""
"31/03/2024 09:00:00 - 31/03/2024 10:00:00","BZN|CH","Without Sequence","53.37","",""
"31/03/2024 10:00:00 - 31/03/2024 11:00:00","BZN|CH","Without Sequence","39.09","",""
"31/03/2024 11:00:00 - 31/03/2024 12:00:00","BZN|CH","Without Sequence","19.75","",""
"31/03/2024 12:00:00 - 31/03/2024 13:00:00","BZN|CH","Without Sequence","2.50","",""
"31/03/2024 13:00:00 - 31/03/2024 14:00:00","BZN|CH","Without Sequence","-0.13","",""
"31/03/2024 14:00:00 - 31/03/2024 15:00:00","BZN|CH","Without Sequence","-1.91","",""
"31/03/2024 15:00:00 - 31/03/2024 16:00:00","BZN|CH","Without Sequence","6.24","",""
"31/03/2024 16:00:00 - 31/03/2024 17:00:00","BZN|CH","Without Sequence","40.51","",""
"31/03/2024 17:00:00 - 31/03/2024 18:00:00","BZN|CH","Without Sequence","57.95","",""
"31/03/2024 18:00:00 - 31/03/2024 19:00:00","BZN|CH","Without Sequence","73.01","",""
"31/03/2024 19:00:00 - 31/03/2024 20:00:00","BZN|CH","Without Sequence","72.72","",""
"31/03/2024 20:00:00 - 31/03/2024 21:00:00","BZN|CH","Without Sequence","74.64","",""
"31/03/2024 21:00:00 - 31/03/2024 22:00:00","BZN|CH","Without Sequence","74.52","",""
"31/03/2024 22:00:00 - 31/03/2024 23:00:00","BZN|CH","Without Sequence","67.31","",""
"31/03/2024 23:00:00 - 01/04/2024 00:00:00","BZN|CH","Without Sequence","62.86","",""
"01/04/2024 00:00:00 - 01/04/2024 01:00:00","BZN|CH","Without Sequence","44.23","",""
"01/04/2024 01:00:00 - 01/04/2024 02:00:00","BZN|CH","Without Sequence","40.01","",""
"01/04/2024 02:00:00 - 01/04/2024 03:00:00","BZN|CH","Without Sequence","40.03","",""
"01/04/2024 03:00:00 - 01/04/2024 04:00:00","BZN|CH","Without Sequence","39.66","",""
"01/04/2024 04:00:00 - 01/04/2024 05:00:00","BZN|CH","Without Sequence","40.47","",""
"01/04/2024 05:00:00 - 01/04/2024 06:00:00","BZN|CH","Without Sequence","43.18","",""
"01/04/2024 06:00:00 - 01/04/2024 07:00:00","BZN|CH","Without Sequence","47.22","",""
"01/04/2024 07:00:00 - 01/04/2024 08:00:00","BZN|CH","Without Sequence","47.40","",""
"01/04/2024 08:00:00 - 01/04/2024 09:00:00","BZN|CH","Without Sequence","45.88","",""
"01/04/2024 09:00:00 - 01/04/2024 10:00:00","BZN|CH","Without Sequence","42.58","",""
"01/04/2024 10:00:00 - 01/04/2024 11:00:00","BZN|CH","Without Sequence","35.03","",""
"01/04/2024 11:00:00 - 01/04/2024 12:00:00","BZN|CH","Without Sequence","27.38","",""
"01/04/2024 12:00:00 - 01/04/2024 13:00:00","BZN|CH","Without Sequence","16.64","",""
"01/04/2024 13:00:00 - 01/04/2024 14:00:00","BZN|CH","Without Sequence","7.71","",""
"01/04/2024 14:00:00 - 01/04/2024 15:00:00","BZN|CH","Without Sequence","-5.00","",""
"01/04/2024 15:00:00 - 01/04/2024 16:00:00","BZN|CH","Without Sequence","-4.76","",""
"01/04/2024 16:00:00 - 01/04/2024 17:00:00","BZN|CH","Without Sequence","-2.02","",""
"01/04/2024 17:00:00 - 01/04/2024 18:00:00","BZN|CH","Without Sequence","7.46","",""
"01/04/2024 18:00:00 - 01/04/2024 19:00:00","BZN|CH","Without Sequence","29.26","",""
"01/04/2024 19:00:00 - 01/04/2024 20:00:00","BZN|CH","Without Sequence","47.13","",""
"01/04/2024 20:00:00 - 01/04/2024 21:00:00","BZN|CH","Without Sequence","49.36","",""
"01/04/2024 21:00:00 - 01/04/2024 22:00:00","BZN|CH","Without Sequence","43.59","",""
"01/04/2024 22:00:00 - 01/04/2024 23:00:00","BZN|CH","Without Sequence","35.09","",""
"01/04/2024 23:00:00 - 02/04/2024 00:00:00","BZN|CH","Without Sequence","26.57","",""
"02/04/2024 00:00:00 - 02/04/2024 01:00:00","BZN|CH","Without Sequence","13.58","",""
"02/04/2024 01:00:00 - 02/04/2024 02:00:00","BZN|CH","Without Sequence","11.02","",""
"02/04/2024 02:00:00 - 02/04/2024 03:00:00","BZN|CH","Without Sequence","7.61","",""
"02/04/2024 03:00:00 - 02/04/2024 04:00:00","BZN|CH","Without Sequence","4.93","",""
"02/04/2024 04:00:00 - 02/04/2024 05:00:00","BZN|CH","Without Sequence","9.19","",""
"02/04/2024 05:00:00 - 02/04/2024 06:00:00","BZN|CH","Without Sequence","23.58","",""
"02/04/2024 06:00:00 - 02/04/2024 07:00:00","BZN|CH","Without Sequence","56.05","",""
"02/04/2024 07:00:00 - 02/04/2024 08:00:00","BZN|CH","Without Sequence","71.36","",""
"02/04/2024 08:00:00 - 02/04/2024 09:00:00","BZN|CH","Without Sequence","73.22","",""
"02/04/2024 09:00:00 - 02/04/2024 10:00:00","BZN|CH","Without Sequence","67.26","",""
"02/04/2024 10:00:00 - 02/04/2024 11:00:00","BZN|CH","Without Sequence","64.78","",""
"02/04/2024 11:00:00 - 02/04/2024 12:00:00","BZN|CH","Without Sequence","57.49","",""
"02/04/2024 12:00:00 - 02/04/2024 13:00:00","BZN|CH","Without Sequence","53.10","",""
"02/04/2024 13:00:00 - 02/04/2024 14:00:00","BZN|CH","Without Sequence","53.30","",""
"02/04/2024 14:00:00 - 02/04/2024 15:00:00","BZN|CH","Without Sequence","52.67","",""
"02/04/2024 15:00:00 - 02/04/2024 16:00:00","BZN|CH","Without Sequence","56.86","",""
"02/04/2024 16:00:00 - 02/04/2024 17:00:00","BZN|CH","Without Sequence","63.65","",""
"02/04/2024 17:00:00 - 02/04/2024 18:00:00","BZN|CH","Without Sequence","71.30","",""
"02/04/2024 18:00:00 - 02/04/2024 19:00:00","BZN|CH","Without Sequence","66.18","",""
"02/04/2024 19:00:00 - 02/04/2024 20:00:00","BZN|CH","Without Sequence","81.27","",""
"02/04/2024 20:00:00 - 02/04/2024 21:00:00","BZN|CH","Without Sequence","81.71","",""
"02/04/2024 21:00:00 - 02/04/2024 22:00:00","BZN|CH","Without Sequence","74.15","",""
"02/04/2024 22:00:00 - 02/04/2024 23:00:00","BZN|CH","Without Sequence","72.73","",""
"02/04/2024 23:00:00 - 03/04/2024 00:00:00","BZN|CH","Without Sequence","67.60","",""
"03/04/2024 00:00:00 - 03/04/2024 01:00:00","BZN|CH","Without Sequence","72.18","",""
"03/04/2024 01:00:00 - 03/04/2024 02:00:00","BZN|CH","Without Sequence","72.16","",""
"03/04/2024 02:00:00 - 03/04/2024 03:00:00","BZN|CH","Without Sequence","72.05","",""
"03/04/2024 03:00:00 - 03/04/2024 04:00:00","BZN|CH","Without Sequence","72.45","",""
"03/04/2024 04:00:00 - 03/04/2024 05:00:00","BZN|CH","Without Sequence","72.41","",""
"03/04/2024 05:00:00 - 03/04/2024 06:00:00","BZN|CH","Without Sequence","74.28","",""
"03/04/2024 06:00:00 - 03/04/2024 07:00:00","BZN|CH","Without Sequence","88.65","",""
"03/04/2024 07:00:00 - 03/04/2024 08:00:00","BZN|CH","Without Sequence","117.71","",""
"03/04/2024 08:00:00 - 03/04/2024 09:00:00","BZN|CH","Without Sequence","116.88","",""
"03/04/2024 09:00:00 - 03/04/2024 10:00:00","BZN|CH","Without Sequence","89.79","",""
"03/04/2024 10:00:00 - 03/04/2024 11:00:00","BZN|CH","Without Sequence","77.10","",""
"03/04/2024 11:00:00 - 03/04/2024 12:00:00","BZN|CH","Without Sequence","75.20","",""
"03/04/2024 12:00:00 - 03/04/2024 13:00:00","BZN|CH","Without Sequence","74.24","",""
"03/04/2024 13:00:00 - 03/04/2024 14:00:00","BZN|CH","Without Sequence","74.09","",""
"03/04/2024 14:00:00 - 03/04/2024 15:00:00","BZN|CH","Without Sequence","74.41","",""
"03/04/2024 15:00:00 - 03/04/2024 16:00:00","BZN|CH","Without Sequence","74.09","",""
"03/04/2024 16:00:00 - 03/04/2024 17:00:00","BZN|CH","Without Sequence","75.03","",""
