name,group,elicited_points,value_function,elicitation_meta
C_2_1,G2,"[[1.0, 0.0], [4.0, 0.5], [5.0, 1.0], [7.0, 0.5], [9.0, 0.0]]",lambda x: (-0.048194054008)*x**2 + (0.484134082971)*x**1 + (-0.459621773575),"{""mode"": ""Non-monotonic"", ""shape"": ""Concave (\u2229)"", ""lower_threshold"": null, ""upper_threshold"": null, ""x0"": null, ""x025"": null, ""x075"": null, ""peak_location"": 5.0, ""left_indiff"": 4.0, ""right_indiff"": 7.0, ""fit_type"": ""Gaussian"", ""fit_params"": {""mu"": 5.5200000000000005, ""sigma"": 1.182824, ""amplitude"": 1.0, ""offset"": 0.0}}"
C_2_2,G2,"[[1.0, 0.0], [5.0, 0.25], [6.0, 0.5], [6.5, 0.75], [9.0, 1.0]]",lambda x: (0.00857632336807)*x**2 + (0.0462554805731)*x**1 + (-0.0721579239388),"{""mode"": ""Monotonic"", ""shape"": ""Increasing"", ""lower_threshold"": null, ""upper_threshold"": null, ""x0"": 6.0, ""x025"": 5.0, ""x075"": 6.5, ""peak_location"": null, ""left_indiff"": null, ""right_indiff"": null, ""fit_type"": ""Monotone Spline (PCHIP)"", ""fit_params"": {}}"
C_2_3,G2,"[[1.0, 0.0], [2.0, 0.25], [4.0, 1.0]]",lambda x: (0.0416666666667)*x**2 + (0.125)*x**1 + (-0.166666666667),"{""mode"": ""Monotonic"", ""shape"": ""Increasing"", ""lower_threshold"": null, ""upper_threshold"": 4.0, ""x0"": null, ""x025"": 2.0, ""x075"": null, ""peak_location"": null, ""left_indiff"": null, ""right_indiff"": null, ""fit_type"": ""Monotone Spline (PCHIP)"", ""fit_params"": {}}"
C_3_1,G3,"[[1.0, 0.0], [9.0, 1.0]]",lambda x: (0.125)*x**1 + (-0.125),"{""mode"": ""Monotonic"", ""shape"": ""Increasing"", ""lower_threshold"": null, ""upper_threshold"": null, ""x0"": null, ""x025"": null, ""x075"": null, ""peak_location"": null, ""left_indiff"": null, ""right_indiff"": null, ""fit_type"": ""Monotone Spline (PCHIP)"", ""fit_params"": {}}"
C_3_2,G3,"[[1.0, 0.0], [3.0, 0.75], [9.0, 1.0]]",lambda x: (-0.0416666666667)*x**2 + (0.541666666667)*x**1 + (-0.5),"{""mode"": ""Monotonic"", ""shape"": ""Increasing"", ""lower_threshold"": null, ""upper_threshold"": null, ""x0"": null, ""x025"": null, ""x075"": 3.0, ""peak_location"": null, ""left_indiff"": null, ""right_indiff"": null, ""fit_type"": ""Monotone Spline (PCHIP)"", ""fit_params"": {}}"
C_3_3,G3,"[[1.0, 1.0], [7.0, 0.0]]",lambda x: (-0.166666666667)*x**1 + (1.16666666667),"{""mode"": ""Monotonic"", ""shape"": ""Decreasing"", ""lower_threshold"": null, ""upper_threshold"": 7.0, ""x0"": null, ""x025"": null, ""x075"": null, ""peak_location"": null, ""left_indiff"": null, ""right_indiff"": null, ""fit_type"": ""Monotone Spline (PCHIP)"", ""fit_params"": {}}"
C_4_1,G4,"[[7.0, 0.0], [9.0, 1.0]]",lambda x: (0.5)*x**1 + (-3.5),"{""mode"": ""Monotonic"", ""shape"": ""Increasing"", ""lower_threshold"": 7.0, ""upper_threshold"": null, ""x0"": null, ""x025"": null, ""x075"": null, ""peak_location"": null, ""left_indiff"": null, ""right_indiff"": null, ""fit_type"": ""Monotone Spline (PCHIP)"", ""fit_params"": {}}"
C_4_2,G4,"[[1.0, 0.0], [5.0, 0.5], [6.0, 1.0], [7.0, 0.5], [9.0, 0.0]]",lambda x: (-0.045954045954)*x**2 + (0.465034965035)*x**1 + (-0.43956043956),"{""mode"": ""Non-monotonic"", ""shape"": ""Concave (\u2229)"", ""lower_threshold"": null, ""upper_threshold"": null, ""x0"": null, ""x025"": null, ""x075"": null, ""peak_location"": 6.0, ""left_indiff"": 5.0, ""right_indiff"": 7.0, ""fit_type"": ""Gaussian"", ""fit_params"": {""mu"": 6.064, ""sigma"": 0.9190880000000001, ""amplitude"": 1.0, ""offset"": 0.0}}"
C_4_3,G4,"[[1.0, 0.0], [4.8, 0.25], [5.0, 0.5], [5.2, 0.75], [9.0, 1.0]]",lambda x: (-1.70406817215e-18)*x**2 + (0.127805486284)*x**1 + (-0.139027431421),"{""mode"": ""Monotonic"", ""shape"": ""Increasing"", ""lower_threshold"": null, ""upper_threshold"": null, ""x0"": 5.0, ""x025"": 4.8, ""x075"": 5.2, ""peak_location"": null, ""left_indiff"": null, ""right_indiff"": null, ""fit_type"": ""Sigmoid"", ""fit_params"": {""k"": -1.002, ""x0"": 5.0}}"
