Run,Elicitation,APR1400,EPR1750,AP1000,BWRX300,RollsRoyceSMR,NuScaleVOYGR6
1,1,0.31342328566486605,0.3668067574825096,0.646646211584644,0.06999740153982006,0.09079259630496148,0.05528293658525126
2,2,0.38659974475714676,0.22612585990195402,0.37594114814842705,0.02314081488399578,0.15728619547772657,0.1065378636452853
3,3,0.23326131906126202,0.3164691113767842,0.5099421856653575,0.09017242924761924,0.062479767928517026,0.06298364790217109
4,4,0.1648691834335571,0.42024684555918496,0.5055373661167633,0.23187464497226126,0.14645259463935809,0.02979892496421554
5,1,0.06933496225964739,0.5648468231908264,0.2568401831467231,0.06282764796845261,0.161269328137485,0.03740236849462889
6,2,0.22183202080654063,0.37523331858537634,0.22416682951305042,0.038288502168861746,0.29282750639647664,0.06832303044779978
7,3,0.16189628002285517,0.3063343047581634,0.14335886991433766,0.0415212569876996,0.21167372621341987,0.15001286528789584
8,4,0.056415700931646766,0.11438777782546346,0.26352537783424057,0.16447827222991654,0.26767972109709026,0.1825544934814557
9,1,0.31588319091831724,0.061760394389014026,0.40999286630556975,0.06536601452167458,0.031132456941777225,0.11980960782059458
10,2,0.10050506213541936,0.08357569098902616,0.1477504885469043,0.15680542193407107,0.1486291172731217,0.1435474216895453
11,3,0.2547450509910327,0.22434863121420756,0.33832475236485543,0.019858317308893446,0.1310931326049536,0.07992054894537683
12,4,0.15202735286526242,0.5007823366726717,0.525426298895814,0.12961394041591273,0.09910933680292369,0.048951978353426184
13,1,0.1732794308405526,0.47148104817076025,0.7546566909580359,0.10938603436738067,0.031404279149218374,0.05420403517324009
14,2,0.07216543921033701,0.25079521794909226,0.20442455268612889,0.056751456827453556,0.23020326245395684,0.09809515494804733
15,3,0.23403929945462681,0.10711403929743206,0.22876990912906833,0.05786057996584022,0.1256334686314712,0.23863131063084603
16,4,0.12849282240291252,0.34966471790209247,0.4800658951647712,0.2858147981905171,0.12241662506773718,0.04423399210101296
17,1,0.20888033380951587,0.22096649557365114,0.23714817781020905,0.1443866433540907,0.03454660910484324,0.030539397592281418
18,2,0.25387438607855894,0.5754700134245878,0.4836074049292518,0.07520444351685057,0.22082049512093738,0.12218300568003897
19,3,0.2784161592328566,0.09174441246985816,0.28162747911118424,0.008167599533239775,0.010897165680932097,0.03661611679994165
20,4,0.1932100926940512,0.2643104978442384,0.21963517631012028,0.13224083202584183,0.04321661414530339,0.2430744240995365
21,1,0.11459551729922271,0.1933074385686177,0.2684547091056271,0.03234944381592337,0.12538463589868365,0.0717556926041502
22,2,0.17781219071540375,0.2887668296150162,0.1761846243761816,0.043694037248318066,0.28547330096860113,0.04762977597643604
23,3,0.12180184645950384,0.04219251698498861,0.3855448677973809,0.01918683269571068,0.05404814787811218,0.0420688678667363
24,4,0.1341953600338267,0.39017235149089263,0.47817968921791454,0.2645158913188455,0.3627020089153228,0.049779521291315035
25,1,0.07077056644229232,0.2670471153231966,0.6838991836488632,0.1092697795651646,0.024854101235315965,0.056047977608596276
26,2,0.15922686286213153,0.33837515483381647,0.2525903580901797,0.011600322901897707,0.19472306354863647,0.08185778438159587
27,3,0.17024301640644104,0.2361148266125998,0.14707861225845528,0.02906725498119138,0.0798402485542068,0.07368384870494739
