Run,APR1400,EPR1750,AP1000,BWRX300,RollsRoyceSMR,NuScaleVOYGR6
1,0.09049391721802795,0.6549392925637733,0.4649775866745572,0.2275554979469822,0.03958165602744001,0.031298002070226406
2,0.3173282454370057,0.3017253662325041,0.4268310168454231,0.11024206450347675,0.11810375873165581,0.04984969623113573
3,0.20464411298112992,0.3588513513455462,0.5063132642627283,0.011352340273005043,0.09277775688847659,0.06331896152129485
4,0.22259437661119294,0.5710860953248544,0.5558569900198604,0.07461093036714252,0.04308378138272454,0.010582606591790089
5,0.04665117921239099,0.4431451689181259,0.5497575479263237,0.05567328220984446,0.046050541297642855,0.25162203978553155
6,0.3026724386538557,0.6727973411497048,0.6039304473637243,0.0547745710301013,0.174877715251181,0.14180659424671888
7,0.11479425003509447,0.4358436562415554,0.15003945519107786,0.20247360798832573,0.2828832691725349,0.03694802847637508
8,0.444038992455404,0.3781807604552855,0.5989496515890081,0.028995470138840337,0.32964841949130513,0.12042525334752681
9,0.20139621977234343,0.5274459750483161,0.32159822167376856,0.08131327122398312,0.1919550183689614,0.08500258796186018
10,0.24721035412934633,0.22743770692667234,0.43734568224798265,0.24977621703836428,0.25898856044163837,0.324338240406936
11,0.0953710457697355,0.21964854978708687,0.1251047838900529,0.05607498080236956,0.0695480688087209,0.14923930671635352
12,0.38704665262289967,0.10280406836870896,0.38259290975664156,0.16237550833588105,0.3167820180025839,0.020991052425530357
13,0.0779998021601775,0.15666511176161493,0.2281220009206296,0.07208796390335001,0.21952085210795907,0.09710420424682088
14,0.5871490702562131,0.12247523396111598,0.3252847764525061,0.043127065962041716,0.33000997940606913,0.24057461274174324
15,0.07231455972333083,0.2503720924671151,0.6175404871192721,0.08599287102890206,0.05120521463138241,0.01875517731723478
16,0.32987753334300063,0.36256812959883317,0.2882583335232696,0.11020129095874844,0.13503914878812984,0.012078563339475129
17,0.2501817262811309,0.6206961251967562,0.4966705022381909,0.08795351838264447,0.3756749452985135,0.1718371738367846
18,0.3007429087219897,0.203847931388053,0.6931330588002189,0.0362426937729051,0.058391789559296824,0.006018535547888931
19,0.1812660000836584,0.3242642085199407,0.17079448023980237,0.10559946949044494,0.21885202914677446,0.029850387124220844
20,0.17218835157438253,0.3929230324328812,0.3455448034215176,0.11044984393202648,0.10951070417603723,0.07626832872816056
21,0.1897843692898948,0.5454547834943071,0.5023678387817324,0.07369516329199827,0.31388005343894826,0.13556210728499782
22,0.34538267964834574,0.45016961169380854,0.3386168888927926,0.05184072117970639,0.146889294403576,0.2096595629533158
23,0.33423681686224344,0.2642927936433808,0.558705516248021,0.21244979219462223,0.04579226293242329,0.05856767137256303
24,0.16637765876721614,0.08088680996600409,0.36877023594791525,0.1171735533326557,0.2451027566673959,0.0468381774383786
25,0.08634711896272562,0.1833276763224558,0.2075138186327331,0.2840846942710672,0.1484176767290771,0.043885627050006884
26,0.11899289688640333,0.13513531345889035,0.15655308429497194,0.19151412874840562,0.11128542233095429,0.010794372035245027
27,0.13768182159910725,0.5527610777934773,0.4896994916601736,0.05537337411664227,0.22166360469453633,0.24327014458023027
28,0.07677331259883334,0.13477249644835262,0.11663884293486668,0.1309755184463732,0.09462299861006912,0.03957377034929523
29,0.1047501258124562,0.18641736889493077,0.3804051781329876,0.04649630029483908,0.13310362810885099,0.1138152891034197
30,0.1550659819019961,0.376055020547295,0.1417297653991687,0.1060330460640626,0.19978208055360908,0.04282770918739814
31,0.1552537929372612,0.36418161831142143,0.4269109491595846,0.09277933132392226,0.1429012895583914,0.04767378943480885
32,0.14292034560946115,0.3002142326605064,0.2710212852814888,0.024894463220994215,0.022608718665624063,0.044925757913969314
33,0.3917174741651217,0.40766937198526804,0.25911948296134996,0.014174778446024388,0.3255659308477702,0.11081161722848987
34,0.12481429330673985,0.4688807304561296,0.23680506039780447,0.13234183022069607,0.3547603106138776,0.29270445475940454
35,0.03744672568202935,0.21016113114200924,0.33263537482569594,0.1908251249450787,0.07001597195704755,0.1481556874641027
36,0.19949320437902363,0.3402364781528852,0.513666520110064,0.11908840310010506,0.33627982051112815,0.13567528877737736
37,0.1828449545520308,0.22057756132707837,0.4482876622158194,0.12361892729327136,0.13552616376394203,0.04111493520890689
38,0.04063346340332286,0.4223454796665607,0.5773900834215667,0.17369182507401199,0.021670493044601315,0.02951056606244129
39,0.0886643890011058,0.046301682132809954,0.34429565043592936,0.2749579064276757,0.0828975750842318,0.020369278339378745
40,0.21807468931707585,0.6737972326368592,0.5259959228945751,0.10910452346251849,0.1510953118985037,0.07123808855187125
41,0.16654960137006403,0.4032777662600196,0.46684879230603166,0.02463321258782426,0.1477771424992948,0.04588692336152337
42,0.3498950699280402,0.24776729923620075,0.5262217183113109,0.040698096416093406,0.2864547470582202,0.19513118047691486
43,0.07707142026387723,0.8267199478566201,0.3349147050293487,0.12469900552151465,0.025819449172470362,0.19358830845744587
44,0.1831908178620901,0.05656134602119698,0.6028647466863813,0.19516163069572767,0.13177989821652655,0.03032099497716693
45,0.22681549051574923,0.09156165921507088,0.25646658509776954,0.18407287990975432,0.15464917303430076,0.05386762519643077
46,0.07891935817746955,0.5435266031140585,0.41651561068065723,0.043620672078018286,0.3761060901861719,0.08845469528421236
47,0.14490531376117652,0.10265082215369593,0.41138272190440667,0.08036531144583256,0.1621020483880121,0.06656917475328576
48,0.30689840651037914,0.6128908788759219,0.4419375177469613,0.03498680509998673,0.19530782042390524,0.10222955772552016
49,0.08455426214437624,0.12950993892755194,0.4374708227386674,0.0642468984258817,0.14139970641904226,0.22037557187877724
