"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"GC.XPN.TOTL.GD.ZS","Expense (% of GDP)","Expense is a decrease in net worth resulting from a transaction. This indicator is expressed as a percentage of Gross Domestic Product (GDP) which is the total income earned through the production of goods and services in an economic territory during an accounting period.","Government Finance Statistics Yearbook and data files, International Monetary Fund (IMF);
World Development Indicators, World Bank (WB);
National Accounts data files, Organisation for Economic Co-operation and Development (OECD)",
