Country Name,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Switzerland,19.4819504580923,18.3415985235915,18.1701679230064,17.8222313074719,16.8917221176105,16.3543043101587,15.8397851197895,16.918582516051,16.7197445696918,16.6376791837765,16.5219261840556,16.7887620098092,16.7192644780742,17.0674446630017,17.2408228496826,17.2162171145504,16.7182236540887,16.8530605013535,20.0431954756295,18.9667523426681,16.4692697536485,16.7263244208761
France,46.1481322288413,46.378152228103,45.7123683832106,45.7486480076561,45.247946285329,44.9111535137718,45.2341073217247,48.4059324731452,49.6925291037396,47.927974289251,48.5371716441042,49.0717319139337,49.1207847434763,48.4491880082217,48.1500427991658,48.466341621356,47.1000773214216,45.8897902925031,51.9636314257982,49.9944440065304,48.8338671441779,47.3264654106394
Italy,39.343137327951,39.5095420420099,38.712773171034,39.0437931279002,39.604793801922,39.0743870144837,40.556207059261,44.0374979767778,42.6929919174617,41.8281531942746,43.4989070049363,43.7480535980426,43.5698249256497,43.5293517131866,43.2014022058276,42.9465753087,42.5027354888588,42.2948307679073,50.3444915572159,49.6527178126937,48.3702644238252,47.529218022042
Poland,39.585153910354,40.4937170662152,37.8244157129918,36.9606953839401,36.6626761383487,35.0894966496557,35.8115464821891,36.7259261843907,36.7345749661846,34.8359106996135,35.0580862781262,35.9129620312523,35.0749023643641,34.1387372869929,34.8011532937469,34.2617520918092,33.0589633854181,33.827053466204,40.522296880667,36.9985474454804,36.0632407243175,39.0982392627941
