Capital Investment Budgeted,Construction Complexity,Design Complexity,Operative + Fuel Costs,Design Maturity,Licensing Status,Supplier Availbility,Discharge Burnup,Load following Capabilities,Net Power Output,Thermal Efficiency,Electricity Market Benefit,GHGe Benefit,Nuclear Waste,Percived Safety
0.57,0.178,0.051,0.064,0.001,0.001,0.001,0.004,0.043,0.045,0.033,0.001,0.001,0.006,0.001
0.023,0.001,0.001,0.187,0.001,0.032,0.001,0.023,0.001,0.415,0.305,0.001,0.004,0.002,0.004
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.102,0.007,0.007,0.009,0.001,0.001,0.001,0.016,0.008,0.443,0.4,0.001,0.001,0.001,0.001
0.619,0.055,0.055,0.07,0.001,0.001,0.001,0.004,0.047,0.101,0.036,0.001,0.001,0.007,0.001
0.642,0.057,0.057,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.018,0.001,0.007,0.001
0.645,0.058,0.058,0.073,0.001,0.001,0.001,0.005,0.049,0.063,0.037,0.001,0.001,0.007,0.001
0.642,0.057,0.057,0.073,0.001,0.018,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.609,0.064,0.054,0.069,0.001,0.001,0.001,0.004,0.046,0.105,0.035,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.649,0.058,0.058,0.073,0.001,0.001,0.003,0.005,0.05,0.052,0.037,0.001,0.001,0.007,0.005
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.627,0.056,0.056,0.071,0.001,0.001,0.001,0.005,0.048,0.089,0.036,0.001,0.001,0.007,0.001
0.63,0.056,0.056,0.071,0.001,0.036,0.001,0.005,0.048,0.05,0.036,0.001,0.001,0.007,0.001
0.102,0.126,0.12,0.026,0.077,0.022,0.107,0.001,0.007,0.049,0.011,0.108,0.124,0.033,0.086
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.639,0.057,0.057,0.072,0.001,0.022,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.034,0.059,0.001,0.003,0.001,0.002,0.001,0.02,0.001,0.625,0.011,0.002,0.002,0.237,0.002
0.641,0.058,0.058,0.072,0.001,0.001,0.001,0.005,0.049,0.067,0.037,0.001,0.001,0.007,0.001
0.629,0.056,0.056,0.071,0.001,0.038,0.001,0.005,0.048,0.05,0.036,0.001,0.001,0.007,0.001
0.474,0.047,0.335,0.057,0.001,0.001,0.001,0.003,0.039,0.024,0.015,0.001,0.001,0.001,0.001
0.522,0.047,0.246,0.059,0.001,0.001,0.001,0.004,0.04,0.041,0.03,0.001,0.001,0.005,0.001
0.59,0.053,0.085,0.067,0.001,0.001,0.001,0.004,0.045,0.047,0.034,0.001,0.001,0.07,0.001
0.262,0.021,0.021,0.027,0.001,0.001,0.001,0.001,0.021,0.016,0.038,0.282,0.286,0.021,0.001
0.062,0.022,0.137,0.023,0.001,0.001,0.001,0.008,0.004,0.216,0.046,0.001,0.444,0.032,0.001
0.588,0.054,0.055,0.066,0.038,0.011,0.003,0.004,0.045,0.056,0.034,0.009,0.01,0.019,0.007
0.016,0.032,0.001,0.147,0.022,0.001,0.001,0.023,0.001,0.676,0.076,0.001,0.001,0.001,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.639,0.057,0.057,0.072,0.001,0.001,0.001,0.005,0.049,0.071,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.024,0.248,0.223,0.032,0.02,0.027,0.247,0.001,0.001,0.056,0.012,0.002,0.079,0.007,0.021
0.651,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.003,0.001,0.007,0.001
0.448,0.036,0.036,0.044,0.001,0.001,0.001,0.011,0.037,0.099,0.28,0.001,0.001,0.002,0.001
0.644,0.071,0.057,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.608,0.054,0.054,0.069,0.001,0.001,0.001,0.004,0.046,0.117,0.035,0.001,0.001,0.006,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.307,0.026,0.026,0.032,0.023,0.053,0.014,0.005,0.024,0.099,0.035,0.093,0.17,0.087,0.005
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.602,0.054,0.054,0.068,0.001,0.001,0.001,0.004,0.046,0.048,0.035,0.001,0.001,0.084,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.614,0.055,0.055,0.069,0.001,0.057,0.001,0.004,0.047,0.052,0.035,0.001,0.001,0.007,0.001
0.607,0.054,0.124,0.069,0.001,0.001,0.001,0.004,0.046,0.048,0.035,0.001,0.001,0.006,0.001
0.02,0.001,0.001,0.013,0.001,0.001,0.001,0.034,0.001,0.766,0.156,0.001,0.001,0.001,0.001
0.49,0.043,0.294,0.055,0.001,0.001,0.001,0.003,0.037,0.039,0.028,0.001,0.001,0.005,0.001
0.443,0.039,0.05,0.117,0.001,0.044,0.007,0.05,0.116,0.006,0.031,0.009,0.044,0.008,0.034
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.632,0.057,0.057,0.071,0.001,0.001,0.001,0.005,0.048,0.08,0.036,0.001,0.001,0.007,0.001
0.355,0.028,0.03,0.035,0.001,0.001,0.001,0.015,0.03,0.127,0.365,0.001,0.001,0.01,0.001
0.649,0.058,0.058,0.073,0.001,0.001,0.001,0.005,0.05,0.057,0.037,0.001,0.001,0.007,0.001
0.591,0.053,0.053,0.067,0.001,0.001,0.001,0.004,0.045,0.124,0.034,0.001,0.005,0.019,0.001
0.643,0.057,0.072,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.652,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.008,0.001
0.632,0.056,0.056,0.071,0.001,0.001,0.001,0.005,0.048,0.082,0.036,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.652,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.053,0.038,0.001,0.001,0.007,0.001
0.541,0.048,0.048,0.061,0.001,0.001,0.001,0.004,0.041,0.114,0.031,0.1,0.001,0.007,0.001
0.651,0.058,0.058,0.074,0.001,0.003,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.646,0.058,0.058,0.073,0.001,0.012,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.072,0.005,0.005,0.006,0.001,0.001,0.001,0.017,0.005,0.464,0.419,0.001,0.001,0.001,0.001
0.016,0.002,0.002,0.002,0.001,0.001,0.001,0.023,0.002,0.743,0.008,0.001,0.001,0.196,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.121,0.009,0.009,0.011,0.001,0.001,0.001,0.057,0.01,0.457,0.314,0.001,0.001,0.007,0.001
0.368,0.032,0.044,0.041,0.001,0.001,0.001,0.002,0.028,0.077,0.021,0.186,0.182,0.015,0.001
0.642,0.057,0.057,0.073,0.001,0.017,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.642,0.057,0.074,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.203,0.016,0.016,0.019,0.001,0.001,0.001,0.022,0.017,0.18,0.52,0.001,0.001,0.002,0.001
0.609,0.054,0.054,0.069,0.001,0.001,0.001,0.004,0.046,0.116,0.035,0.001,0.001,0.006,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.02,0.242,0.398,0.094,0.002,0.063,0.002,0.007,0.001,0.146,0.016,0.001,0.001,0.007,0.001
0.605,0.054,0.054,0.068,0.001,0.001,0.001,0.004,0.046,0.121,0.035,0.001,0.001,0.006,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.295,0.023,0.023,0.029,0.001,0.001,0.001,0.018,0.024,0.15,0.43,0.001,0.001,0.002,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.645,0.069,0.058,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.552,0.049,0.101,0.062,0.001,0.001,0.001,0.004,0.042,0.044,0.032,0.027,0.057,0.012,0.015
0.64,0.057,0.076,0.072,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.192,0.015,0.015,0.018,0.001,0.001,0.001,0.022,0.016,0.184,0.531,0.001,0.001,0.002,0.001
0.587,0.052,0.052,0.066,0.001,0.001,0.001,0.004,0.045,0.073,0.034,0.001,0.001,0.08,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.466,0.183,0.186,0.052,0.001,0.001,0.001,0.003,0.035,0.037,0.027,0.001,0.001,0.005,0.001
0.574,0.051,0.051,0.065,0.002,0.001,0.001,0.004,0.044,0.12,0.033,0.006,0.024,0.006,0.018
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.598,0.053,0.053,0.068,0.001,0.008,0.078,0.004,0.046,0.047,0.034,0.001,0.001,0.006,0.001
0.571,0.051,0.176,0.064,0.001,0.001,0.001,0.004,0.044,0.045,0.033,0.001,0.001,0.006,0.001
0.261,0.023,0.179,0.029,0.001,0.001,0.001,0.001,0.019,0.023,0.014,0.001,0.412,0.033,0.001
0.649,0.058,0.063,0.073,0.001,0.001,0.001,0.005,0.05,0.052,0.037,0.001,0.001,0.007,0.001
0.623,0.056,0.056,0.07,0.001,0.046,0.001,0.004,0.048,0.05,0.036,0.001,0.001,0.007,0.001
0.627,0.056,0.056,0.071,0.001,0.001,0.001,0.005,0.048,0.05,0.036,0.001,0.001,0.046,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.636,0.053,0.053,0.067,0.001,0.001,0.001,0.004,0.051,0.041,0.086,0.001,0.001,0.002,0.001
0.546,0.13,0.13,0.062,0.001,0.001,0.001,0.004,0.042,0.043,0.031,0.001,0.001,0.006,0.001
0.604,0.054,0.054,0.068,0.001,0.001,0.001,0.004,0.046,0.048,0.035,0.001,0.001,0.081,0.001
0.651,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.003,0.007,0.001
0.562,0.05,0.05,0.063,0.064,0.006,0.006,0.004,0.043,0.045,0.032,0.023,0.012,0.021,0.018
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.548,0.049,0.049,0.062,0.017,0.001,0.001,0.004,0.042,0.043,0.031,0.006,0.006,0.077,0.063
0.647,0.058,0.058,0.073,0.001,0.001,0.001,0.005,0.049,0.06,0.037,0.001,0.001,0.007,0.001
0.651,0.06,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.019,0.111,0.138,0.275,0.02,0.001,0.009,0.017,0.001,0.109,0.295,0.001,0.001,0.001,0.001
0.574,0.051,0.154,0.065,0.001,0.001,0.001,0.004,0.044,0.063,0.033,0.001,0.001,0.006,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.625,0.056,0.056,0.071,0.001,0.043,0.001,0.004,0.048,0.05,0.036,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.02,0.002,0.038,0.219,0.001,0.001,0.003,0.018,0.001,0.514,0.179,0.001,0.001,0.001,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.605,0.054,0.054,0.068,0.001,0.001,0.001,0.004,0.046,0.122,0.035,0.001,0.001,0.006,0.001
0.166,0.012,0.012,0.016,0.001,0.001,0.001,0.023,0.013,0.193,0.556,0.001,0.001,0.002,0.001
0.639,0.057,0.078,0.072,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.59,0.082,0.082,0.067,0.001,0.001,0.001,0.004,0.045,0.084,0.034,0.001,0.001,0.006,0.001
0.47,0.042,0.26,0.053,0.001,0.001,0.001,0.003,0.036,0.099,0.027,0.001,0.001,0.005,0.001
0.013,0.003,0.003,0.73,0.001,0.001,0.001,0.05,0.001,0.16,0.032,0.001,0.001,0.001,0.001
0.353,0.358,0.164,0.039,0.001,0.001,0.001,0.002,0.027,0.028,0.02,0.001,0.001,0.003,0.001
0.528,0.238,0.047,0.059,0.001,0.001,0.001,0.004,0.04,0.042,0.03,0.001,0.001,0.005,0.001
0.648,0.058,0.058,0.073,0.001,0.005,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.011,0.001
0.641,0.057,0.057,0.072,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.024,0.001
0.621,0.055,0.104,0.07,0.001,0.001,0.001,0.004,0.047,0.049,0.036,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.609,0.054,0.054,0.069,0.001,0.001,0.001,0.004,0.046,0.048,0.035,0.001,0.001,0.074,0.001
0.486,0.265,0.077,0.055,0.001,0.001,0.001,0.003,0.037,0.038,0.028,0.001,0.001,0.005,0.001
0.65,0.063,0.058,0.073,0.001,0.001,0.001,0.005,0.05,0.052,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.478,0.042,0.042,0.054,0.001,0.001,0.001,0.003,0.036,0.038,0.027,0.001,0.255,0.02,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.652,0.058,0.058,0.074,0.001,0.001,0.002,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.441,0.039,0.039,0.049,0.001,0.032,0.295,0.003,0.033,0.035,0.025,0.001,0.001,0.004,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.631,0.056,0.056,0.071,0.001,0.001,0.001,0.005,0.048,0.083,0.036,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.652,0.058,0.058,0.074,0.001,0.002,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.65,0.062,0.058,0.073,0.001,0.001,0.001,0.005,0.05,0.052,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.083,0.001,0.001,0.001,0.001,0.001,0.001,0.008,0.897,0.001,0.001,0.001,0.001,0.001,0.001
0.208,0.016,0.016,0.02,0.001,0.001,0.001,0.021,0.017,0.566,0.124,0.001,0.001,0.005,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.136,0.01,0.01,0.013,0.001,0.001,0.001,0.025,0.011,0.202,0.585,0.001,0.001,0.002,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.412,0.082,0.134,0.046,0.001,0.001,0.001,0.003,0.031,0.032,0.023,0.207,0.001,0.024,0.001
0.531,0.047,0.047,0.06,0.153,0.017,0.017,0.004,0.04,0.042,0.03,0.001,0.001,0.009,0.001
0.568,0.025,0.025,0.042,0.001,0.005,0.001,0.036,0.265,0.013,0.009,0.008,0.001,0.001,0.001
0.055,0.003,0.003,0.594,0.001,0.001,0.001,0.034,0.001,0.197,0.105,0.001,0.001,0.001,0.001
0.652,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.483,0.162,0.043,0.054,0.048,0.037,0.06,0.003,0.037,0.038,0.028,0.001,0.001,0.005,0.001
0.02,0.005,0.055,0.28,0.001,0.001,0.001,0.021,0.001,0.149,0.462,0.001,0.001,0.001,0.001
0.226,0.017,0.017,0.022,0.001,0.001,0.001,0.021,0.019,0.173,0.498,0.001,0.001,0.002,0.001
0.632,0.074,0.07,0.071,0.001,0.001,0.001,0.005,0.048,0.05,0.036,0.001,0.001,0.007,0.001
0.623,0.101,0.056,0.07,0.001,0.001,0.001,0.004,0.048,0.049,0.036,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.645,0.058,0.058,0.073,0.001,0.001,0.013,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.556,0.037,0.078,0.047,0.028,0.043,0.058,0.004,0.058,0.04,0.009,0.005,0.005,0.006,0.025
0.648,0.064,0.058,0.073,0.001,0.001,0.001,0.005,0.049,0.052,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.089,0.155,0.006,0.014,0.008,0.001,0.001,0.017,0.002,0.207,0.415,0.005,0.005,0.041,0.033
0.624,0.056,0.056,0.07,0.001,0.001,0.001,0.004,0.048,0.05,0.036,0.001,0.045,0.007,0.001
0.652,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.053,0.038,0.001,0.001,0.007,0.001
0.032,0.024,0.024,0.06,0.014,0.031,0.027,0.014,0.002,0.381,0.081,0.038,0.036,0.221,0.015
0.006,0.002,0.002,0.002,0.002,0.003,0.002,0.034,0.002,0.264,0.673,0.002,0.002,0.002,0.003
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.649,0.058,0.064,0.073,0.001,0.001,0.001,0.005,0.05,0.052,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.021,0.001,0.001,0.001,0.001,0.001,0.001,0.029,0.001,0.226,0.712,0.001,0.001,0.001,0.001
0.652,0.058,0.058,0.074,0.001,0.002,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.604,0.054,0.054,0.068,0.001,0.001,0.001,0.004,0.046,0.048,0.035,0.001,0.001,0.08,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.643,0.072,0.057,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.631,0.056,0.056,0.071,0.001,0.001,0.001,0.005,0.048,0.084,0.036,0.001,0.001,0.007,0.001
0.302,0.019,0.019,0.113,0.034,0.008,0.007,0.024,0.036,0.168,0.162,0.003,0.038,0.034,0.033
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.639,0.058,0.057,0.072,0.001,0.019,0.001,0.005,0.049,0.053,0.037,0.001,0.001,0.007,0.001
0.647,0.061,0.063,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.629,0.091,0.057,0.071,0.001,0.001,0.001,0.005,0.048,0.05,0.036,0.001,0.001,0.007,0.001
0.621,0.104,0.055,0.07,0.001,0.001,0.001,0.004,0.047,0.049,0.036,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.647,0.066,0.058,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.005,0.009,0.009,0.001,0.001,0.001,0.001,0.027,0.001,0.94,0.001,0.001,0.001,0.001,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.471,0.042,0.042,0.053,0.001,0.024,0.228,0.003,0.036,0.037,0.027,0.001,0.03,0.005,0.001
0.536,0.052,0.052,0.06,0.066,0.016,0.025,0.004,0.041,0.056,0.031,0.052,0.001,0.006,0.001
0.412,0.407,0.036,0.046,0.001,0.001,0.001,0.003,0.031,0.032,0.023,0.001,0.001,0.004,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.382,0.089,0.379,0.043,0.001,0.001,0.001,0.002,0.029,0.03,0.022,0.001,0.004,0.007,0.01
0.652,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.641,0.057,0.057,0.072,0.001,0.019,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.539,0.044,0.044,0.098,0.001,0.001,0.001,0.006,0.045,0.057,0.159,0.001,0.001,0.002,0.001
0.652,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.248,0.113,0.165,0.027,0.041,0.022,0.135,0.001,0.018,0.019,0.014,0.047,0.013,0.033,0.103
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
