name,group,min,max,unit
C_2_1,G2,1,9,score
C_2_2,G2,1,9,score
C_2_3,G2,1,9,score
C_3_1,G3,1,9,score
C_3_2,G3,1,9,score
C_3_3,G3,1,9,score
C_4_1,G4,1,9,score
C_4_2,G4,1,9,score
C_4_3,G4,1,9,score
C_1_1,G1,1,9,score
