name,group,min,max,unit
Net Power Output,Technical-IT,300,1630,MW_e
Net Power Output,Technical-CH,300,1630,MW_e
Net Power Output,Technical-FR,300,1630,MW_e
Net Power Output,Technical-PO,300,1630,MW_e
