name,group,elicited_points,value_function,elicitation_meta
C_1_1,G1-IT,"[[1.0, 0.0], [6.0, 0.5], [9.0, 1.0]]",lambda x: (0.00833333333333)*x**2 + (0.0416666666667)*x**1 + (-0.05),"{""mode"": ""Monotonic"", ""shape"": ""Increasing"", ""lower_threshold"": null, ""upper_threshold"": null, ""x0"": 6.0, ""x025"": null, ""x075"": null, ""peak_location"": null, ""left_indiff"": null, ""right_indiff"": null, ""fit_type"": ""Piecewise Linear"", ""fit_params"": {}}"
C_1_1,G1-CH,"[[1.0, 0.0], [6.0, 1.0], [9.0, 0.0]]",lambda x: (-0.0666666666667)*x**2 + (0.666666666667)*x**1 + (-0.6),"{""mode"": ""Non-monotonic"", ""shape"": ""Concave (\u2229)"", ""lower_threshold"": null, ""upper_threshold"": null, ""x0"": null, ""x025"": null, ""x075"": null, ""peak_location"": 6.0, ""left_indiff"": null, ""right_indiff"": null, ""fit_type"": ""Gaussian"", ""fit_params"": {""mu"": 6.04, ""sigma"": 0.56744, ""amplitude"": 1.0, ""offset"": 0.0}}"
C_1_1,G1-FR,"[[1.0, 1.0], [2.0, 0.75], [7.0, 0.5], [7.5, 0.25], [9.0, 0.0]]",lambda x: (-0.0111921670763)*x**2 + (0.0019836169702)*x**1 + (0.917587220727),"{""mode"": ""Monotonic"", ""shape"": ""Decreasing"", ""lower_threshold"": null, ""upper_threshold"": null, ""x0"": 7.0, ""x025"": 7.5, ""x075"": 2.0, ""peak_location"": null, ""left_indiff"": null, ""right_indiff"": null, ""fit_type"": ""Piecewise Linear"", ""fit_params"": {}}"
