name,group,elicited_points,value_function,elicitation_meta
Load following Capabilities,Technical-IT,"[[0.21, 0.0], [4.25, 1.0]]",lambda x: (0.247524752475)*x**1 + (-0.0519801980198),"{""mode"": ""Monotonic"", ""shape"": ""Increasing"", ""lower_threshold"": null, ""upper_threshold"": null, ""x0"": null, ""x025"": null, ""x075"": null, ""peak_location"": null, ""left_indiff"": null, ""right_indiff"": null, ""fit_type"": ""Piecewise Linear"", ""fit_params"": {}}"
Load following Capabilities,Technical-PO,"[[0.21, 0.0], [4.25, 1.0]]",lambda x: (0.247524752475)*x**1 + (-0.0519801980198),"{""mode"": ""Monotonic"", ""shape"": ""Increasing"", ""lower_threshold"": null, ""upper_threshold"": null, ""x0"": null, ""x025"": null, ""x075"": null, ""peak_location"": null, ""left_indiff"": null, ""right_indiff"": null, ""fit_type"": ""Piecewise Linear"", ""fit_params"": {}}"
Load following Capabilities,Technical-CH,"[[0.21, 0.0], [4.25, 1.0]]",lambda x: (0.247524752475)*x**1 + (-0.0519801980198),"{""mode"": ""Monotonic"", ""shape"": ""Increasing"", ""lower_threshold"": null, ""upper_threshold"": null, ""x0"": null, ""x025"": null, ""x075"": null, ""peak_location"": null, ""left_indiff"": null, ""right_indiff"": null, ""fit_type"": ""Piecewise Linear"", ""fit_params"": {}}"
Load following Capabilities,Technical-FR,"[[0.21, 0.0], [4.25, 1.0]]",lambda x: (0.247524752475)*x**1 + (-0.0519801980198),"{""mode"": ""Monotonic"", ""shape"": ""Increasing"", ""lower_threshold"": null, ""upper_threshold"": null, ""x0"": null, ""x025"": null, ""x075"": null, ""peak_location"": null, ""left_indiff"": null, ""right_indiff"": null, ""fit_type"": ""Piecewise Linear"", ""fit_params"": {}}"
